"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Civil and Environmental Engr - CEE 4791 A,6,4,,1,,,,,,3.36 11
Civil and Environmental Engr - CEE 4803 A,,,,,,,,,,1 1
Civil and Environmental Engr - CEE 4803 C,6,18,2,,,,,,,1 3.15 27
Civil and Environmental Engr - CEE 4803 D,20,11,,,,,,,,1 3.65 32
Civil and Environmental Engr - CEE 4803 F,20,8,,,,,,,,3.71 28
Civil and Environmental Engr - CEE 4803 G,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 4901 FRI,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 6150 A,17,3,,,,,,,,3.85 20
Civil and Environmental Engr - CEE 6231 A,14,9,4,2,,,,1,1,2 3.21 33
Civil and Environmental Engr - CEE 6244 A,8,2,,,,,,,,2 3.80 12
Civil and Environmental Engr - CEE 6251 A,7,,,,,,,,2,1 4.00 10
Civil and Environmental Engr - CEE 6261 A,8,3,2,,,,,,2,1 3.46 16
Civil and Environmental Engr - CEE 6271 A,6,3,1,,,,,,,2 3.50 12
Civil and Environmental Engr - CEE 6281 A,9,1,1,,,,,,,3.73 11
Civil and Environmental Engr - CEE 6310 A,19,11,8,,,,,,,1 3.29 39
Civil and Environmental Engr - CEE 6311 A,23,4,4,,1,,,,,3.50 32
Civil and Environmental Engr - CEE 6312 A,23,12,3,,,,,,,3.53 38
Civil and Environmental Engr - CEE 6345 A,19,8,1,,,,2,,1,3.64 31
Civil and Environmental Engr - CEE 6402 A,19,1,,,,,,,,3.95 20
Civil and Environmental Engr - CEE 6421 A,11,2,,,,,,,,3.85 13
Civil and Environmental Engr - CEE 6441 A,9,1,,,,,,,,3.90 10
Civil and Environmental Engr - CEE 6443 A,23,5,3,,,,2,,,1 3.65 34
Civil and Environmental Engr - CEE 6447 A,13,5,,,,,,,1,3.72 19
Civil and Environmental Engr - CEE 6451 A,7,,,,,,,,1,4.00 8
Civil and Environmental Engr - CEE 6461 A,15,1,,,,,,,,3.94 16
Civil and Environmental Engr - CEE 6510 B,25,18,8,,,,,,,1 3.33 52
Civil and Environmental Engr - CEE 6513 A,7,5,,,,,,,,2 3.58 14
Civil and Environmental Engr - CEE 6521 A,31,20,,,,,,,,3.61 51
Civil and Environmental Engr - CEE 6544 A,22,13,,,,,,,,1 3.63 36
Civil and Environmental Engr - CEE 6551 A,34,37,7,,,,,,,3.35 78
Civil and Environmental Engr - CEE 6602 A,12,7,,,,,,,,1 3.63 20
Civil and Environmental Engr - CEE 6621 A,13,4,,,,,,,,3 3.76 20
Civil and Environmental Engr - CEE 6623 A,4,5,,,,,1,,,3.44 10
Civil and Environmental Engr - CEE 6625 A,12,10,,,,,,,,3.55 22
Civil and Environmental Engr - CEE 6636 A,9,1,,,,,,,,2 3.90 12
Civil and Environmental Engr - CEE 6651 A,6,7,,,,,,,,3.46 13
Civil and Environmental Engr - CEE 6754 A,11,,,,,,,,,4.00 11
Civil and Environmental Engr - CEE 6790 A,15,9,,,,,,,,1 3.63 25
Civil and Environmental Engr - CEE 6810 A,4,1,,,,,,,,1 3.80 6
Civil and Environmental Engr - CEE 7000 BA.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 B.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 CRI,,,,,,,3,,,3
Civil and Environmental Engr - CEE 7000 GE.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 G.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 7000 H.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 7000 JAC,,,,,,,3,,,3
Civil and Environmental Engr - CEE 7000 JTS,,,,,,,2,,,2
Civil and Environmental Engr - CEE 7000 LAV,,,,,,,2,,,2
Civil and Environmental Engr - CEE 7000 LKS,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 LKS,A,B,C,D,F,I,S,U,V,W Aver. Tota
Civil and Environmental Engr - CEE 7000 LO.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 M.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 M.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 7000 M.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 PA.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 ST.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 TIE,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 TR.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 W.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8094 B,,,,,,,,,67,67
Civil and Environmental Engr - CEE 8096 A,,,,,,,14,,,14
Civil and Environmental Engr - CEE 8097 A,,,,,,,21,,,21
Civil and Environmental Engr - CEE 8099 A,,,,,,,22,,,22
Civil and Environmental Engr - CEE 8811 A,,,,,,,26,,,26
Civil and Environmental Engr - CEE 8811 C,,,,,,,76,1,,77
Civil and Environmental Engr - CEE 8813 A,16,,,,,,,,,2 4.00 18
Civil and Environmental Engr - CEE 8813 B,24,,,,,,,,,4.00 24
Civil and Environmental Engr - CEE 8900 A.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 A.,3,,,,,,,,,4.00 3
Civil and Environmental Engr - CEE 8900 BA.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 C.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 DE.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 FR.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 G.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 H.,3,,,,,,,,,4.00 3
Civil and Environmental Engr - CEE 8900 JTS,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8900 LKS,9,,,,,,,,,4.00 9
Civil and Environmental Engr - CEE 8900 LU.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 M.,2,,,,,,,,,4.00 2
Civil and Environmental Engr - CEE 8900 M.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 W.,2,,,,,,,,,4.00 2
Civil and Environmental Engr - CEE 8902 A.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 A.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 A.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 B.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 DAI,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 FR.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 G.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 8902 JTS,,,,,,,2,,,2
Civil and Environmental Engr - CEE 8902 M.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 SC.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 8902 TR.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8956 A.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8956 BA.,,,,,,,,,,1 1
Civil and Environmental Engr - CEE 8956 C.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 8956 G.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8956 M.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 8956 W.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 8956 YA.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 A.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 A.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 A.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 BA.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 BR.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 B.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 C.,,,,,,,6,,,6
Civil and Environmental Engr - CEE 9000 C.,,,,,,,8,,,8
Civil and Environmental Engr - CEE 9000 CRI,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 CRI,A,B,C,D,F,I,S,U,V,W Aver. Tota
Civil and Environmental Engr - CEE 9000 DAI,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 DE.,,,,,,,3,1,,4
Civil and Environmental Engr - CEE 9000 FRI,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 FR.,,,,,,,10,,,10
Civil and Environmental Engr - CEE 9000 GE.,,,,,,,5,,,1 6
Civil and Environmental Engr - CEE 9000 G.,,,,,,,6,,,6
Civil and Environmental Engr - CEE 9000 G.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 G.,,,,,,,7,,,7
Civil and Environmental Engr - CEE 9000 H.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 H.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 H.,,,,,,,6,,,6
Civil and Environmental Engr - CEE 9000 H.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 JAC,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 J.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 JTS,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 K.,,,,,,,6,,,6
Civil and Environmental Engr - CEE 9000 K.,,,,,,,7,1,,8
Civil and Environmental Engr - CEE 9000 LAV,,,,,,,1,1,,2
Civil and Environmental Engr - CEE 9000 LKS,,,,,,,8,,,8
Civil and Environmental Engr - CEE 9000 LU.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 M.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 M.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 M.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 M.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 PA.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 SA.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 SC.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 ST.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 SU.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 TIE,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 TR.,,,,,,,7,,,7
Civil and Environmental Engr - CEE 9000 W.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 W.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 W.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 W.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 W.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 YA.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 YIA,,,,,,,3,,,3
Colege of Architecture - COA 2241 A,59,80,19,,,,21,1,,6 3.25 186
Colege of Architecture - COA 2241 ID,,3,2,,,,,,,1 2.60 6
Colege of Architecture - COA 4698 TG,,,,,,,,,1,1
Colege of Architecture - COA 4699 MS,1,,,,,,,,,4.00 1
Colege of Architecture - COA 6011 EDJ,9,1,,,,,,,,3.90 10
Colege of Architecture - COA 6151 RD1,26,12,2,1,,,,,,1 3.54 42
Colege of Architecture - COA 8630 JP,2,1,,,,,,,,3.67 3
Colege of Architecture - COA 8811 PY,1,,,,,,,,,3 4.00 4
Colege of Architecture - COA 8996 0,,,,,,,1,,,1
Colege of Architecture - COA 8996 AE,,,,,,,1,,,1
Colege of Architecture - COA 8996 CZ,,,,,,,1,,,1
Colege of Architecture - COA 8996 DS,,,,,,,1,,,1
Colege of Architecture - COA 8996 EDJ,,,,,,,1,,,1
Colege of Architecture - COA 8996 G,,,,,,,2,,,2
Colege of Architecture - COA 8996 JB1,,,,,,,1,,,1
Colege of Architecture - COA 8996 LS,,,,,,,1,,,1
Colege of Architecture - COA 8997 A,,,,,,,,,1,1
Colege of Architecture - COA 8997 CH,,,,,,,,,3,3
Colege of Architecture - COA 8997 CR,,,,,,,,,1,1
Colege of Architecture - COA 8997 DS,,,,,,,,,4,4
Colege of Architecture - COA 8997 DS,A,B,C,D,F,I,S,U,V,W Aver. Tota
Colege of Architecture - COA 8997 FP1,,,,,,,,,2,2
Colege of Architecture - COA 8997 JB,,,,,,,,,1,1
Colege of Architecture - COA 8997 RD,,,,,,,,,2,2
Colege of Architecture - COA 8997 RG,,,,,,,,,1,1
Colege of Architecture - COA 8997 SM,,,,,,,,,4,4
Colege of Architecture - COA 8998 A,,,,,,,,,2,2
Colege of Architecture - COA 8998 CZ,,,,,,,,,1,1
Colege of Architecture - COA 8998 EDJ,,,,,,,,,2,2
Colege of Architecture - COA 8998 JK,,,,,,,,,1,1
Colege of Architecture - COA 8998 JS1,,,,,,,,,1,1
Colege of Architecture - COA 8998 JS2,,,,,,,,,2,2
Colege of Architecture - COA 8998 MS,,,,,,,,,5,5
Colege of Architecture - COA 8999 B,,,,,,,1,,,1
Colege of Architecture - COA 8999 C,,,,,,,1,,,1
Colege of Architecture - COA 8999 G,,,,,,,1,,,1
Colege of Architecture - COA 8999 GJ,,,,,,,1,,,1
Colege of Architecture - COA 8999 JB,,,,,,,1,,,1
Colege of Architecture - COA 8999 JS,,,,,,,2,,,2
Colege of Architecture - COA 8999 LA,,,,,,,1,,,1
Colege of Architecture - COA 8999 LH,,,,,,,1,,,1
Colege of Architecture - COA 8999 LS,,,,,,,2,,,2
Colege of Architecture - COA 9000 E,,,,,,,1,,,1
Colege of Architecture - COA 9000 G,,,,,,,2,,,2
Colege of Architecture - COA 9000 JP,,,,,,,2,,,2
Colege of Architecture - COA 9000 LH,,,,,,,1,,,1
Colege of Architecture - COA 9000 RC,,,,,,,1,,,1
Colege of Architecture - COA 9000 RG,,,,,,,1,,,1
Colege of Architecture - COA 9000 SB,,,,,,,3,,,3
Colege of Engineering - COE 1000 A,,,,,,,85,1,,86
Colege of Engineering - COE 2001 A,40,16,5,4,2,,,,,3 3.31 70
Colege of Engineering - COE 2001 B,33,13,11,5,3,,,,,14 3.05 79
Colege of Engineering - COE 2001 C,43,33,7,,1,,,,,2 3.39 86
Colege of Engineering - COE 2001 D,16,24,10,5,2,,,,,4 2.82 61
Colege of Engineering - COE 2001 E,36,27,5,,,,,,,3 3.46 71
Colege of Engineering - COE 2001 F,19,18,11,6,2,,,,,2 2.82 58
Colege of Engineering - COE 2001 G,20,10,20,7,1,,,,,8 2.71 66
Colege of Engineering - COE 2001 H,18,17,20,4,,,,,,6 2.83 65
Colege of Engineering - COE 2001 I,30,22,6,,,,,,,1 3.41 59
Colege of Engineering - COE 2001 J,20,35,13,4,,,,,,3 2.99 75
Colege of Engineering - COE 2001 K,15,11,12,2,1,,,,,9 2.90 50
Colege of Engineering - COE 2001 L,14,20,16,3,4,,,,,2 2.65 59
Colege of Engineering - COE 2001 M,26,31,14,1,1,,,,,1 3.10 74
Colege of Engineering - COE 2001 R,10,3,,,,,,,,3.77 13
Colege of Engineering - COE 2701 L01,7,1,,,,,,,,1 3.88 9
Colege of Engineering - COE 2701 L02,7,2,2,,,,,,,3 3.45 14
Colege of Engineering - COE 2701 L03,10,,,,,,,,,4.00 10
Colege of Engineering - COE 2701 L04,9,,,,,,,,,4 4.00 13
Colege of Engineering - COE 2701 L05,8,1,,,,,,,,2 3.89 11
Colege of Engineering - COE 3001 A,9,19,16,4,1,,,,,7 2.63 56
Colege of Engineering - COE 3001 B,13,19,10,4,2,,,,,7 2.77 55
Colege of Engineering - COE 3001 C,19,20,14,2,,,,,,3.02 55
Colege of Engineering - COE 3001 D,22,17,3,2,,,,,,8 3.34 52
Colege of Engineering - COE 3001 E,20,14,10,1,1,,,,,5 3.11 51
Colege of Engineering - COE 3001 G,18,7,13,2,2,,,,,3 2.88 45
Colege of Engineering - COE 3001 L,27,15,9,2,1,,,,,1 3.20 55
Colege of Engineering - COE 3001 M,10,12,15,2,2,,,,,12 2.63 53
Colege of Engineering - COE 3001 R,6,5,,2,,,,,,3.15 13
Colege of Engineering - COE 3002 HP,9,1,,,,,,,,3.90 10
Colege of Engineering - COE 3002 HP,A,B,C,D,F,I,S,U,V,W Aver. Tota
Colege of Engineering - COE 3002 TM,27,3,,,,,,,,3.90 30
"Computational Mod, Sim, & Data - CX 4010 A",15,10,2,,1,,,,,12 3.36 40
"Computational Mod, Sim, & Data - CX 4140 A",9,4,2,,,,,,,5 3.47 20
"Computational Mod, Sim, & Data - CX 4242 A",25,1,1,2,,,,,,3 3.69 32
"Computational Mod, Sim, & Data - CX 4640 A",5,7,3,,2,,,,,6 2.76 23
"Computational Mod, Sim, & Data - CX 4803 .",1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 6001 A,12,,,,,,,,,1 4.00 13
Computational Science & Engr - CSE 6010 A,25,15,,,1,,3,,2,5 3.54 51
Computational Science & Engr - CSE 6040 A,33,13,3,,,,,,,2 3.61 51
Computational Science & Engr - CSE 6140 A,75,40,5,,,,1,,,11 3.58 132
Computational Science & Engr - CSE 6140 Q,4,1,1,,,,,,,2 3.50 8
Computational Science & Engr - CSE 6220 .,18,9,3,,1,,,,,29 3.39 60
Computational Science & Engr - CSE 6230 A,13,5,2,,,,3,,2,6 3.55 31
Computational Science & Engr - CSE 6242 A,161,10,3,1,,,2,,3,8 3.89 188
Computational Science & Engr - CSE 6242 .,4,,,,,,,,,1 4.00 5
Computational Science & Engr - CSE 6242 .,161,87,17,9,13,,,,,36 3.30 323
Computational Science & Engr - CSE 6242 Q,5,,,,1,,,,,1 3.33 7
Computational Science & Engr - CSE 6301 A,5,1,,,,,,,,3.83 6
Computational Science & Engr - CSE 6643 A,6,5,,,1,,,,,3 3.25 15
Computational Science & Engr - CSE 6644 A,8,4,2,,,,,,,1 3.43 15
Computational Science & Engr - CSE 6740 A,76,20,,,,,3,1,1,17 3.79 118
Computational Science & Engr - CSE 6740 Q,4,2,,,,,,,,2 3.67 8
Computational Science & Engr - CSE 6748 A,6,,,,,,,,,4.00 6
Computational Science & Engr - CSE 7999 .,,,,,,,1,,,1
Computational Science & Engr - CSE 8001 A,,,,,,,11,,,11
Computational Science & Engr - CSE 8001 .,,,,,,,11,,,11
Computational Science & Engr - CSE 8803 .,9,1,,,,,,,13,6 3.90 29
Computational Science & Engr - CSE 8803 .,1,2,,,,,,,,3.33 3
Computational Science & Engr - CSE 8803 .,26,11,,1,1,,,,,18 3.54 57
Computational Science & Engr - CSE 8903 .,,1,,,,,,,,3.00 1
Computational Science & Engr - CSE 8903 .,1,,,,,,1,,,4.00 2
Computational Science & Engr - CSE 8903 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8903 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8903 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8903 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8997 .,,,,,,,,,4,4
Computational Science & Engr - CSE 8997 .,,,,,,,,,4,4
Computational Science & Engr - CSE 8997 .,,,,,,,,,3,3
Computational Science & Engr - CSE 8997 .,,,,,,,,,5,5
Computational Science & Engr - CSE 8997 .,,,,,,,,,3,3
Computational Science & Engr - CSE 8997 .,,,,,,,,,1,1
Computational Science & Engr - CSE 8997 .,,,,,,,,,1,1
Computational Science & Engr - CSE 8997 .,,,,,,,,,1,1
Computational Science & Engr - CSE 8998 .,,,,,,,,,1,1
Computational Science & Engr - CSE 8998 .,,,,,,,,,2,2
Computational Science & Engr - CSE 8998 .,,,,,,,,,1,1
Computational Science & Engr - CSE 8998 .,,,,,,,,,4,4
Computational Science & Engr - CSE 8998 .,,,,,,,,,4,4
Computational Science & Engr - CSE 8998 .,,,,,,,,,1,1
Computational Science & Engr - CSE 8999 .,,,,,,,3,,,3
Computational Science & Engr - CSE 8999 .,,,,,,,1,,,1
Computational Science & Engr - CSE 8999 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8999 .,,,,,,,1,,,1
Computational Science & Engr - CSE 8999 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8999 .,1,,,,,,1,,,4.00 2
Computational Science & Engr - CSE 8999 .,2,,,,,,,,,4.00 2
Computational Science & Engr - CSE 8999 .,,,,,,,1,,1,2
Computational Science & Engr - CSE 8999 .,,,,,,,1,,,1
Computational Science & Engr - CSE 8999 .,A,B,C,D,F,I,S,U,V,W Aver. Tota
Computational Science & Engr - CSE 8999 .,1,,,,,,2,,,4.00 3
Computational Science & Engr - CSE 8999 .,6,,,,,,1,,,1 4.00 8
Computational Science & Engr - CSE 9000 .,,,,,,,4,,,4
Computational Science & Engr - CSE 9000 .,,,,,,,4,,,4
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,2,,,2
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,2,,,2
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,2,,,2
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 9000 .,,,,,,,8,,,8
Computational Science & Engr - CSE 9000 .,,,,,,,1,,,1
Computer Science - CS 1100 A1,,,,,,,111,3,,114
Computer Science - CS 1100 B1,,,,,,,271,7,,1 279
Computer Science - CS 1171 A,,,,,,,17,5,,2 24
Computer Science - CS 1301 A01,15,22,9,1,,,,,,2 3.09 49
Computer Science - CS 1301 A02,14,12,5,2,1,,,,,1 3.06 35
Computer Science - CS 1301 A03,20,17,4,,,,,,,4 3.39 45
Computer Science - CS 1301 A04,10,15,10,4,1,,,,,4 2.73 44
Computer Science - CS 1301 B01,12,20,5,1,,,,,,12 3.13 50
Computer Science - CS 1301 B02,8,15,9,2,2,,,,,12 2.69 48
Computer Science - CS 1301 B03,3,15,9,3,,,,,,20 2.60 50
Computer Science - CS 1301 B04,17,15,9,,1,,,,,5 3.12 47
Computer Science - CS 1315 A01,23,17,3,2,,,,,,2 3.36 47
Computer Science - CS 1315 A02,22,18,2,,,,,,,4 3.48 46
Computer Science - CS 1315 A03,10,7,1,,,,,,,3.50 18
Computer Science - CS 1315 A04,16,10,2,,,,,,,3.50 28
Computer Science - CS 1315 HP,17,3,,,,,,,,3.85 20
Computer Science - CS 1331 A1,16,15,3,2,2,,,,,4 3.08 42
Computer Science - CS 1331 A2,8,2,3,3,2,,,,,4 2.61 22
Computer Science - CS 1331 A3,12,13,4,1,,,,,,10 3.20 40
Computer Science - CS 1331 A4,16,12,7,1,4,,,,,4 2.88 44
Computer Science - CS 1331 A5,19,17,1,1,1,,,,,2 3.33 41
Computer Science - CS 1331 B1,16,9,,1,1,,,,,4 3.41 31
Computer Science - CS 1331 B2,10,3,4,1,,,,,,3.22 18
Computer Science - CS 1331 B3,12,10,1,3,,,,,,4 3.19 30
Computer Science - CS 1331 B4,5,3,3,1,1,,,,,1 2.77 14
Computer Science - CS 1331 B5,5,3,,2,1,,,,,2.82 11
Computer Science - CS 1331 B6,23,13,8,1,1,,,,,2 3.22 48
Computer Science - CS 1331 C1,26,12,4,2,2,,,,,2 3.26 48
Computer Science - CS 1331 C2,29,8,7,2,1,,,,,3 3.32 50
Computer Science - CS 1331 C3,28,11,4,1,2,,,,,4 3.35 50
Computer Science - CS 1331 C4,22,16,3,1,1,,,,,6 3.33 49
Computer Science - CS 1331 C5,16,12,6,1,,,,,,3 3.23 38
Computer Science - CS 1331 GR,,,,,,,2,1,,2 5
Computer Science - CS 1332 A1,8,16,15,4,2,,,,,6 2.53 51
Computer Science - CS 1332 A2,7,11,13,5,5,,,,,7 2.24 48
Computer Science - CS 1332 A3,14,9,9,5,6,,,,,7 2.47 50
Computer Science - CS 1332 A4,12,11,13,4,3,,,,,4 2.58 47
Computer Science - CS 1332 A5,6,1,,1,,,,,,3.50 8
Computer Science - CS 1332 B1,9,11,20,1,1,,,,,4 2.62 46
Computer Science - CS 1332 B2,17,12,6,3,3,,,,,5 2.90 46
Computer Science - CS 1332 B3,18,13,9,5,1,,,,,4 2.91 50
Computer Science - CS 1332 B4,11,10,8,2,3,,,,,10 2.71 44
Computer Science - CS 1332 B5,16,14,11,3,2,,,,,4 2.85 50
Computer Science - CS 1332 B5,1A6,1B4,1C1,D3,2F,I,S,U,V,W4 A2v.e8r5. To5ta0
Computer Science - CS 1332 GR,,,,,,,2,,,2
Computer Science - CS 1371 A1,17,8,7,4,1,,,,,3 2.97 40
Computer Science - CS 1371 A2,27,12,4,2,3,,,,,2 3.21 50
Computer Science - CS 1371 A3,18,11,9,3,5,,,,,4 2.74 50
Computer Science - CS 1371 A4,17,18,7,4,2,,,,,2 2.92 50
Computer Science - CS 1371 A5,11,5,2,2,2,,,,,3 2.95 25
Computer Science - CS 1371 B01,32,6,4,3,3,,,,,2 3.27 50
Computer Science - CS 1371 B02,21,12,7,4,4,,,,,3 2.88 51
Computer Science - CS 1371 B03,14,18,5,4,7,,,,,2 2.58 50
Computer Science - CS 1371 B04,16,11,11,5,3,,,,,4 2.70 50
Computer Science - CS 1371 B05,19,9,9,1,1,,,,,1 3.13 40
Computer Science - CS 1371 B06,25,4,6,3,3,,,,,3.10 41
Computer Science - CS 1371 C01,20,12,4,2,7,,,,,5 2.80 50
Computer Science - CS 1371 C02,18,15,6,3,6,,,,,1 2.75 49
Computer Science - CS 1371 C03,23,6,12,2,4,,,,,3 2.89 50
Computer Science - CS 1371 C04,19,12,7,3,4,,,,,2 2.87 47
Computer Science - CS 1371 C05,14,6,8,2,9,,,,,2 2.36 41
Computer Science - CS 1371 C06,17,15,4,5,3,,,,,5 2.86 49
Computer Science - CS 1371 D01,26,7,2,6,5,,,,,4 2.93 50
Computer Science - CS 1371 D02,9,13,7,5,5,,,,,7 2.41 46
Computer Science - CS 1371 D03,11,5,3,3,3,,,,,2.72 25
Computer Science - CS 1371 D04,18,11,7,4,7,,,,,1 2.62 48
Computer Science - CS 1371 D05,10,11,8,5,5,,,,,7 2.41 46
Computer Science - CS 1371 HP1,11,,2,,,,,,,3.69 13
Computer Science - CS 1371 HP2,12,1,3,2,,,,,,3.28 18
Computer Science - CS 1371 HP3,5,3,1,,,,,,,3.44 9
Computer Science - CS 1371 HP4,7,,,,,,,,,4.00 7
Computer Science - CS 2050 A1,12,16,12,1,6,,,,,3 2.57 50
Computer Science - CS 2050 A2,14,14,15,3,2,,,,,2 2.73 50
Computer Science - CS 2050 A3,8,20,11,3,1,,,,,8 2.72 51
Computer Science - CS 2050 B1,8,17,14,4,1,,,,,5 2.61 49
Computer Science - CS 2050 B2,10,12,18,2,2,,,,,4 2.59 48
Computer Science - CS 2050 B3,5,23,14,4,1,,,,,2 2.57 49
Computer Science - CS 2050 B4,6,11,9,,,,,,,2.88 26
Computer Science - CS 2051 A,23,15,2,,,,,,,1 3.53 41
Computer Science - CS 2110 A1,13,,7,1,2,,,,,2 2.91 25
Computer Science - CS 2110 A2,14,9,2,,,,,,,1 3.48 26
Computer Science - CS 2110 A3,14,10,1,,,,,,,3.52 25
Computer Science - CS 2110 A4,9,11,2,2,,,,,,1 3.13 25
Computer Science - CS 2110 A5,14,6,,1,,,,,,2 3.57 23
Computer Science - CS 2110 A6,11,7,,2,,,,,,2 3.35 22
Computer Science - CS 2110 A7,18,5,2,,,,,,,3.64 25
Computer Science - CS 2110 A8,2,2,2,1,,,,,,2.71 7
Computer Science - CS 2110 A9,2,5,1,,1,,,,,1 2.78 10
Computer Science - CS 2110 B1,13,2,9,,,,,,,1 3.17 25
Computer Science - CS 2110 B2,14,10,1,,,,,,,3.52 25
Computer Science - CS 2110 B3,10,11,,1,2,,,,,1 3.08 25
Computer Science - CS 2110 B4,15,5,3,,1,,,,,1 3.38 25
