"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Georgia Tech - GT 4803 HP2,2,,,,,,,,,4.00 2
Georgia Tech - GT 4813 A,6,1,,,,,,,,3.86 7
Georgia Tech - GT 4823 A,34,20,6,,,,,,,3.47 60
German - GRMN 1001 B,12,4,2,,,,4,,,2 3.56 24
German - GRMN 1001 C,15,2,1,1,1,,1,,1,1 3.45 23
German - GRMN 1001 E,12,4,,,,,,,,3 3.75 19
German - GRMN 1001 F,11,8,,,1,,2,,,1 3.40 23
German - GRMN 1001 G,10,4,,,,,1,,,1 3.71 16
German - GRMN 1001 H,7,1,,,,,3,,,3.88 11
German - GRMN 1002 C,13,9,1,,,,,,,1 3.52 24
German - GRMN 1002 C,1A3,B9,C1,D,F,I,S,U,V,W1 A3v.e5r2. To2ta4
German - GRMN 1002 D,5,5,1,,,,,,,1 3.36 12
German - GRMN 1002 E,6,9,,,,,2,,,2 3.40 19
German - GRMN 1002 F,14,9,1,,,,,,2,3.54 26
German - GRMN 1002 G,16,1,,,2,,2,1,,2 3.53 24
German - GRMN 2001 B,4,5,,,,,1,,,1 3.44 11
German - GRMN 2001 F,6,8,1,,,,3,,,2 3.33 20
German - GRMN 2002 B,7,7,,,1,,,,,1 3.27 16
German - GRMN 2002 E,5,4,,,,,3,,,1 3.56 13
German - GRMN 3055 F,13,8,,,,,,,,2 3.62 23
German - GRMN 4694 F,9,,,,,,,,,4.00 9
German - GRMN 4813 H,4,3,,,,,,,1,1 3.57 9
Health Systems - HS 6400 A,2,2,,,,,,,,3.50 4
History - HIST 2111 A,40,44,15,,1,,,,,11 3.22 111
History - HIST 2112 A,117,47,6,3,,,,,,6 3.61 179
History - HIST 2112 B,118,45,4,,,,,,,7 3.68 174
"History, Technology & Society - HTS 2007 A",33,5,,,,,1,,,1 3.87 40
"History, Technology & Society - HTS 2062 A",17,10,5,,,,6,1,,1 3.38 40
"History, Technology & Society - HTS 2084 R",18,8,,,1,,,,,3.56 27
"History, Technology & Society - HTS 2100 A",32,5,1,,,,2,,,3.82 40
"History, Technology & Society - HTS 2100 R",24,,,,,,,,,4.00 24
"History, Technology & Society - HTS 2699 A.",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 2803 .",5,,,,,,,,,4.00 5
"History, Technology & Society - HTS 3002 A",17,4,2,,1,,1,,,2 3.50 27
"History, Technology & Society - HTS 3005 A",14,5,1,,,,1,,,2 3.65 23
"History, Technology & Society - HTS 3011 A",26,11,,,,,,,,3 3.70 40
"History, Technology & Society - HTS 3017 A",15,15,,,,,2,,,3 3.50 35
"History, Technology & Society - HTS 3024 0",12,5,1,,,,2,,,4 3.61 24
"History, Technology & Society - HTS 3032 A",22,3,1,,,,4,,,3.81 30
"History, Technology & Society - HTS 3063 R",15,6,2,1,,,,,,3.46 24
"History, Technology & Society - HTS 3069 A",19,9,,,,,3,,2,1 3.68 34
"History, Technology & Society - HTS 3070 A",5,3,,1,,,1,,,3.33 10
"History, Technology & Society - HTS 3075 A",20,8,2,,1,,,,,1 3.48 32
"History, Technology & Society - HTS 3080 A",12,15,4,,,,3,,,3 3.26 37
"History, Technology & Society - HTS 3086 A",17,8,4,,,,3,,,2 3.45 34
"History, Technology & Society - HTS 3089 A",30,6,1,,,,1,,,1 3.78 39
"History, Technology & Society - HTS 3100 .",19,,,,1,,,,,3.80 20
"History, Technology & Society - HTS 3803 A",5,10,7,1,,,3,,,1 2.83 27
"History, Technology & Society - HTS 4011 A",3,3,2,,,,,,,3.13 8
"History, Technology & Society - HTS 4061 A",4,2,,,,,,,,1 3.67 7
"History, Technology & Society - HTS 4990 A",,,,,,,1,,,1
"History, Technology & Society - HTS 6002 A",3,3,,,,,,,,3.50 6
"History, Technology & Society - HTS 6110 A",4,,,,,,,,,4.00 4
"History, Technology & Society - HTS 6118 A",9,3,,,,,,,,3.75 12
"History, Technology & Society - HTS 8901 A",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8901 .",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8901 S.",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8901 .",2,,,,,,,,,4.00 2
"History, Technology & Society - HTS 8902 D.",,,,,,,,,,1 1
"History, Technology & Society - HTS 8902 S.",1,,,,1,,,,,2.00 2
"History, Technology & Society - HTS 8903 D.",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8903 JK",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8903 JS",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8904 B.",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8904 JK",,1,,,,,,,,3.00 1
"History, Technology & Society - HTS 8904 .",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8905 K.",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8997 A",,,,,,,,,11,11
"History, Technology & Society - HTS 8998 A",,,,,,,,,4,4
"History, Technology & Society - HTS 8998 A",A,B,C,D,F,I,S,U,V,W Aver. Tota
"History, Technology & Society - HTS 9000 V.",,,,,,,19,,,19
Industrial & Systems Engr - ISYE 2027 A,23,13,9,4,1,,1,,,4 3.06 55
Industrial & Systems Engr - ISYE 2027 B,8,8,7,,,,,,,5 3.04 28
Industrial & Systems Engr - ISYE 2027 C,15,21,5,3,,,1,,,5 3.09 50
Industrial & Systems Engr - ISYE 2027 D,5,4,2,1,,,,,,6 3.08 18
Industrial & Systems Engr - ISYE 2028 B,21,20,7,2,,,,,,3.20 50
Industrial & Systems Engr - ISYE 2028 C,16,21,4,2,1,,,,,2 3.11 46
Industrial & Systems Engr - ISYE 2028 D,11,13,9,2,2,,,,,2.78 37
Industrial & Systems Engr - ISYE 2699 LEE,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 2699 SOK,2,,,,,,,,,4.00 2
Industrial & Systems Engr - ISYE 2699 TOV,1,,,,,,,,,4.00 1
Industrial & Systems Engr - ISYE 3025 A,37,25,2,,,,,,,1 3.55 65
Industrial & Systems Engr - ISYE 3025 B,12,23,9,6,2,,,,,10 2.71 62
Industrial & Systems Engr - ISYE 3025 E,18,19,7,4,,,,,,7 3.06 55
Industrial & Systems Engr - ISYE 3025 F,15,14,6,4,,,,,,14 3.03 53
Industrial & Systems Engr - ISYE 3025 G,22,15,8,3,1,,,,,5 3.10 54
Industrial & Systems Engr - ISYE 3025 H,14,10,9,2,3,,,,,14 2.79 52
Industrial & Systems Engr - ISYE 3025 I,11,25,13,4,1,,,,,1 2.76 55
Industrial & Systems Engr - ISYE 3025 J,35,23,2,2,,,,,,3 3.47 65
Industrial & Systems Engr - ISYE 3025 R,6,6,4,1,,,,,,3.00 17
Industrial & Systems Engr - ISYE 3039 A,38,20,7,2,,,,,,2 3.40 69
Industrial & Systems Engr - ISYE 3039 B,35,19,3,,1,,,,,2 3.50 60
Industrial & Systems Engr - ISYE 3044 A,29,20,8,6,,,,,,2 3.14 65
Industrial & Systems Engr - ISYE 3044 B,16,6,11,3,,,,,,4 2.97 40
Industrial & Systems Engr - ISYE 3044 C,12,47,10,,,,,,,1 3.03 70
Industrial & Systems Engr - ISYE 3103 A,21,25,12,1,1,,,,,1 3.07 61
Industrial & Systems Engr - ISYE 3103 B,21,29,14,5,1,,,,,2 2.91 72
Industrial & Systems Engr - ISYE 3104 DW1,15,20,7,3,,,,,,1 3.04 46
Industrial & Systems Engr - ISYE 3104 DW2,28,32,10,3,1,,,,,1 3.12 75
Industrial & Systems Engr - ISYE 3232 A,25,26,20,2,1,,,,,1 2.97 75
Industrial & Systems Engr - ISYE 3232 B,26,14,22,,2,,,1,,5 2.97 70
Industrial & Systems Engr - ISYE 3232 C,13,11,3,3,2,,,,,1 2.94 33
Industrial & Systems Engr - ISYE 3770 A,24,25,14,3,1,,,,,3 3.01 70
Industrial & Systems Engr - ISYE 3770 B,23,30,10,5,1,,,,,1 3.00 70
Industrial & Systems Engr - ISYE 3770 C,32,20,11,2,2,,,,,2 3.16 69
Industrial & Systems Engr - ISYE 3770 E,31,25,8,1,,,,,,5 3.32 70
Industrial & Systems Engr - ISYE 3770 F,25,30,8,2,,,,,,4 3.20 69
Industrial & Systems Engr - ISYE 3770 R,26,14,6,1,,,,,,3.38 47
Industrial & Systems Engr - ISYE 3833 MW1,6,13,5,,,,,,,1 3.04 25
Industrial & Systems Engr - ISYE 3833 MW2,6,15,5,1,,,,,,2.96 27
Industrial & Systems Engr - ISYE 3833 TR1,2,20,6,1,,,,,,2.79 29
Industrial & Systems Engr - ISYE 3833 TR2,10,5,8,1,3,,,,,1 2.67 28
Industrial & Systems Engr - ISYE 3833 TR3,11,8,3,1,1,,,,,2 3.13 26
Industrial & Systems Engr - ISYE 3833 TR4,6,11,6,1,1,,,,,3 2.80 28
