"",A,B,C,D,F,I,S,U,V,W Aver. Tota
City Planning - CP 4510 C,25,6,2,,1,,,,,1 3.59 35
City Planning - CP 6005 MD,10,3,,,,2,,,,3 3.77 18
City Planning - CP 6016 C,51,2,,,,,,,,3.96 53
City Planning - CP 6024 C,26,26,,,,,,,,3.50 52
City Planning - CP 6031 C,33,13,,,,,,,,3.72 46
City Planning - CP 6052 PY,10,3,,,,,,,,3.77 13
City Planning - CP 6105 C,8,6,1,,,,,,,3.47 15
City Planning - CP 6213 C,10,6,3,,,,,,,1 3.37 20
City Planning - CP 6233 C,10,4,,,,,,,,3.71 14
City Planning - CP 6331 C,18,,,,,,,,,1 4.00 19
City Planning - CP 6422 C,8,,,,,,,,,4.00 8
City Planning - CP 6442 C,9,1,1,,,,,,,3.73 11
City Planning - CP 6514 C,19,6,1,,,,,,,2 3.69 28
City Planning - CP 6521 C,19,4,,,,,,,,2 3.83 25
City Planning - CP 6541 C,16,8,,,,,,,,3.67 24
City Planning - CP 6611 C,11,18,1,,,,,,2,3.33 32
City Planning - CP 6612 C,13,1,,,,,,,,1 3.93 15
City Planning - CP 6680 C,2,1,1,,1,,,,,2.60 5
City Planning - CP 6760 C,10,5,,,,,,,,3.67 15
City Planning - CP 6834 C,18,,,,,,,,,4.00 18
City Planning - CP 6836 C,10,1,1,,,,,,,3.75 12
City Planning - CP 7000 CR,,,,,,,1,,,1
City Planning - CP 7000 K,,,,,,,1,,,1
City Planning - CP 7000 NB,,,,,,,1,,,1
City Planning - CP 7999 PY,,,,,,,1,,,1
City Planning - CP 8022 C,,,,,,,9,,,9
City Planning - CP 8300 C,5,,,,1,,,,,3.33 6
City Planning - CP 8813 JJ,2,,,,,,,,,4.00 2
City Planning - CP 8823 NB,1,,,,,,,,2,4.00 3
City Planning - CP 8863 JJ,3,,,,,,,,,4.00 3
City Planning - CP 8882 PY,10,3,,,,,,,,3.77 13
City Planning - CP 8900 AK,1,,,,,,,,,4.00 1
City Planning - CP 8900 BD,3,2,,,,,,,,3.60 5
City Planning - CP 8900 MD,,1,,,,,,,,3.00 1
City Planning - CP 8900 NB,1,,,,,,,,,4.00 1
City Planning - CP 8900 NL,,1,,,,,,,,3.00 1
City Planning - CP 8900 PY,1,,,,,,,,,4.00 1
City Planning - CP 8900 TG,1,,,,,,,,,4.00 1
City Planning - CP 8990 AK,4,,,,,,,,,4.00 4
City Planning - CP 8990 BD,1,3,1,,,,,,,3.00 5
City Planning - CP 8990 BS,2,1,,,,,,,,3.67 3
City Planning - CP 8990 CR,,1,,,,,,,,3.00 1
City Planning - CP 8990 DI,4,,,,,,,,,4.00 4
City Planning - CP 8990 K,2,1,1,,,,,,,3.25 4
City Planning - CP 8990 MD,1,2,,,,,,,,3.33 3
City Planning - CP 8990 ME,2,1,,,,,,,,3.67 3
City Planning - CP 8990 NB,2,,,,,,,,,4.00 2
City Planning - CP 8990 NB,A,B,C,D,F,I,S,U,V,W Aver. Tota
City Planning - CP 8990 NL,1,2,,,,,,,,3.33 3
City Planning - CP 8990 SB,,,,,,1,,,,1
City Planning - CP 8990 SF,,1,,,,,,,,3.00 1
City Planning - CP 8990 SG,1,,,,,,,,,4.00 1
City Planning - CP 8990 TW,7,,,,,,,,,4.00 7
City Planning - CP 8997 C,,,,,,,,,6,6
City Planning - CP 8998 BS,,,,,,,,,36,36
City Planning - CP 8998 NL,,,,,,,,,4,4
City Planning - CP 8999 ME,,,,,,,1,,,1
City Planning - CP 8999 NL,,,,,,,1,,,1
City Planning - CP 8999 S,,,,,,,2,,,2
City Planning - CP 8999 SB,,,,,,,1,,,1
City Planning - CP 9000 CR,,,,,,,3,,,3
City Planning - CP 9000 DI,,,,,,,1,,,1
City Planning - CP 9000 ME,,,,,,,1,,,1
City Planning - CP 9000 S,,,,,,,1,,,1
City Planning - CP 9000 SG,,,,,,,2,,,2
Civil and Environmental Engr - CEE 1770 A,23,6,,,,,,,,1 3.79 30
Civil and Environmental Engr - CEE 1770 B,15,12,1,1,,,,,,1 3.41 30
Civil and Environmental Engr - CEE 2040 A,13,24,23,19,2,,,,,2 2.33 83
Civil and Environmental Engr - CEE 2300 A,21,22,10,2,2,,,,,4 3.02 61
Civil and Environmental Engr - CEE 2300 B,26,16,13,1,2,,,,,4 3.09 62
Civil and Environmental Engr - CEE 3000 A,13,27,8,2,2,,,,,2 2.90 54
Civil and Environmental Engr - CEE 3000 B,6,21,1,,,,,,,2 3.18 30
Civil and Environmental Engr - CEE 3010 D,49,8,2,1,,,,,,3.75 60
Civil and Environmental Engr - CEE 3020 D,24,37,18,4,4,,,,,3 2.84 90
Civil and Environmental Engr - CEE 3040 A,24,19,11,2,3,,,,,3.00 59
Civil and Environmental Engr - CEE 3055 A,15,14,3,,4,,,,,3.00 36
Civil and Environmental Engr - CEE 3340 D,20,3,,,,,,,,3.87 23
Civil and Environmental Engr - CEE 3770 B,25,20,11,4,2,2,,,,3 3.00 67
Civil and Environmental Engr - CEE 4090 A,21,48,7,,,,,,,3.18 76
Civil and Environmental Engr - CEE 4090 B,9,5,1,,,,,,,3.53 15
Civil and Environmental Engr - CEE 4100 A,29,47,12,,,,,,,2 3.19 90
Civil and Environmental Engr - CEE 4101 A,,,,,,,13,,,2 15
Civil and Environmental Engr - CEE 4130 A,41,12,2,,,,,,,3.71 55
Civil and Environmental Engr - CEE 4200 D,26,37,13,,,1,,,,1 3.17 78
Civil and Environmental Engr - CEE 4225 A,6,4,,,1,,,,,1 3.27 12
Civil and Environmental Engr - CEE 4300 A,20,8,7,,1,,,,,2 3.28 38
Civil and Environmental Engr - CEE 4310 A,24,20,2,,,,,,,1 3.48 47
Civil and Environmental Engr - CEE 4350 A1,10,,,,,,,,,4.00 10
Civil and Environmental Engr - CEE 4395 A,11,6,1,,,,,,,3.56 18
Civil and Environmental Engr - CEE 4405 D,28,14,3,1,1,,,,,1 3.43 48
Civil and Environmental Engr - CEE 4406 A,11,,,,,,,,,4.00 11
Civil and Environmental Engr - CEE 4430 A,4,4,1,,,,,,,1 3.33 10
Civil and Environmental Engr - CEE 4510 A,13,12,5,,1,1,,,,3.16 32
Civil and Environmental Engr - CEE 4520 A,11,18,1,,,1,,,,2 3.33 33
Civil and Environmental Engr - CEE 4530 A,27,24,5,,,,,,,1 3.39 57
Civil and Environmental Engr - CEE 4600 D,26,19,2,,,,,,,3.51 47
Civil and Environmental Engr - CEE 4620 A,23,19,,,,,,,,2 3.55 44
Civil and Environmental Engr - CEE 4698 FR.,,,,,,,,,1,1
Civil and Environmental Engr - CEE 4698 H.,,,,,,,,,1,1
Civil and Environmental Engr - CEE 4698 W.,,,,,,,,,1,1
Civil and Environmental Engr - CEE 4699 C.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 4699 C.,3,,,,,,,,,4.00 3
Civil and Environmental Engr - CEE 4699 DAI,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 4699 FRI,3,,,,,,,,,4.00 3
Civil and Environmental Engr - CEE 4699 H.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 4699 H.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 4699 H.,A,B,C,D,F,I,S,U,V,W Aver. Tota
Civil and Environmental Engr - CEE 4699 J.,2,,,,,,,,,4.00 2
Civil and Environmental Engr - CEE 4699 K.,7,,,,,,,,,4.00 7
Civil and Environmental Engr - CEE 4699 LKS,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 4699 PA.,2,,,,,,,,,4.00 2
Civil and Environmental Engr - CEE 4699 W.,3,,,,,,,,,4.00 3
Civil and Environmental Engr - CEE 4699 W.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 4699 YIA,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 4699 ZU.,4,,,,,,,,,4.00 4
Civil and Environmental Engr - CEE 4795 A,2,,,,,,,,,1 4.00 3
Civil and Environmental Engr - CEE 4803 A,43,,,,,,,,,4.00 43
Civil and Environmental Engr - CEE 4803 B,8,5,1,,,,,,,1 3.50 15
Civil and Environmental Engr - CEE 4901 G.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 6232 A,7,5,,,,,,,1,2 3.58 15
Civil and Environmental Engr - CEE 6241 A,6,,,,,,,,,4.00 6
Civil and Environmental Engr - CEE 6262 A,7,1,,,,,,,,3.88 8
Civil and Environmental Engr - CEE 6313 A,7,2,1,,,,,,,3.60 10
Civil and Environmental Engr - CEE 6314 A,14,7,1,,,,1,,,1 3.59 24
Civil and Environmental Engr - CEE 6330 A,12,5,,,,,,,,3.71 17
Civil and Environmental Engr - CEE 6331 A,11,6,1,,,,,,,1 3.56 19
Civil and Environmental Engr - CEE 6332 A,11,2,,,,,,,,1 3.85 14
Civil and Environmental Engr - CEE 6350 A,13,4,1,,,,,,1,3.67 19
Civil and Environmental Engr - CEE 6390 A,6,5,,,,,,,1,2 3.55 14
Civil and Environmental Engr - CEE 6423 A,10,5,,,,,,,,3.67 15
Civil and Environmental Engr - CEE 6448 A,9,4,1,1,,,,,,1 3.40 16
Civil and Environmental Engr - CEE 6504 A,14,5,,,,,,,,3.74 19
Civil and Environmental Engr - CEE 6511 A,9,2,,,,,,,,3.82 11
Civil and Environmental Engr - CEE 6523 A,23,18,2,,,,,,,3.49 43
Civil and Environmental Engr - CEE 6527 A,34,10,5,,,,,,,3.59 49
Civil and Environmental Engr - CEE 6536 A,9,28,,,,,,,,3.24 37
Civil and Environmental Engr - CEE 6538 A,7,,,,,,,,,4.00 7
Civil and Environmental Engr - CEE 6541 A,35,12,,,,,,,,3.74 47
Civil and Environmental Engr - CEE 6549 A,7,5,1,,,,,,,3.46 13
Civil and Environmental Engr - CEE 6585 A,9,3,,,,1,,,1,3.75 14
Civil and Environmental Engr - CEE 6601 A,16,9,1,,1,,,,,2 3.44 29
Civil and Environmental Engr - CEE 6603 A,25,,1,,,,,,1,3.92 27
Civil and Environmental Engr - CEE 6624 B,10,,,,1,,,,,3.64 11
Civil and Environmental Engr - CEE 6650 A,5,6,,,,,,,,1 3.45 12
Civil and Environmental Engr - CEE 6754 A,10,1,,1,,,,,,3.67 12
Civil and Environmental Engr - CEE 6795 A,1,2,,,,,,,2,3.33 5
Civil and Environmental Engr - CEE 7000 BA.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 C.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 CRI,,,,,,,3,,,3
Civil and Environmental Engr - CEE 7000 FRI,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 GE.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 G.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 7000 H.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 7000 JAC,,,,,,,3,,,3
Civil and Environmental Engr - CEE 7000 JTS,,,,,,,3,,,3
Civil and Environmental Engr - CEE 7000 LAV,,,,,,,2,,,2
Civil and Environmental Engr - CEE 7000 LKS,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 LU.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 7000 M.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 M.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 7000 PA.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 TIE,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 TR.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 7000 W.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 W.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 7000 W.,A,B,C,D,F,I,S,U,V,W Aver. Tota
Civil and Environmental Engr - CEE 7774 A,,1,,,,,,,,3.00 1
Civil and Environmental Engr - CEE 8095 A,,,,,,,,,18,1 19
Civil and Environmental Engr - CEE 8096 A,,,,,,,10,,,10
Civil and Environmental Engr - CEE 8099 A,,,,,,,16,,,16
Civil and Environmental Engr - CEE 8811 A,,,,,,,65,,,3 68
Civil and Environmental Engr - CEE 8811 B,,,,,,,23,,,23
Civil and Environmental Engr - CEE 8812 A,,,,,,,8,,,8
Civil and Environmental Engr - CEE 8812 B,13,,,,,,,,,4.00 13
Civil and Environmental Engr - CEE 8813 A,4,3,,,1,,1,,,3.13 9
Civil and Environmental Engr - CEE 8813 B,11,,,,,,,,,4.00 11
Civil and Environmental Engr - CEE 8813 C,6,,,,,,,,,1 4.00 7
Civil and Environmental Engr - CEE 8813 D,8,2,,,,,,,,3.80 10
Civil and Environmental Engr - CEE 8813 E,3,1,,,,,,,,3.75 4
Civil and Environmental Engr - CEE 8813 G,9,3,3,,,,1,,2,2 3.40 20
Civil and Environmental Engr - CEE 8813 H,6,,,,,,,,,4.00 6
Civil and Environmental Engr - CEE 8900 A.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 BA.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 DAI,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 FRI,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 FR.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8900 G.,2,,,,,,,,,4.00 2
Civil and Environmental Engr - CEE 8900 H.,,,,,,1,,,,1
Civil and Environmental Engr - CEE 8900 TR.,1,,,,,1,,,,4.00 2
Civil and Environmental Engr - CEE 8900 W.,,1,,,,,,,,3.00 1
Civil and Environmental Engr - CEE 8900 W.,1,,,,,,,,,4.00 1
Civil and Environmental Engr - CEE 8902 A.,,,,,,,,,,1 1
Civil and Environmental Engr - CEE 8902 BA.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 B.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 CRI,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 DAI,,,,,,,2,,,2
Civil and Environmental Engr - CEE 8902 DE.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 FRI,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 G.,,,,,,,6,,,6
Civil and Environmental Engr - CEE 8902 G.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 8902 SC.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 8902 TR.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8902 W.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8956 A.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8956 DAI,,,,,,,1,1,,2
Civil and Environmental Engr - CEE 8956 G.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8956 H.,,,,,,,,,,1 1
Civil and Environmental Engr - CEE 8956 J.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8956 LAV,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8956 M.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8956 W.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8956 W.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 8956 YIA,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 A.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 A.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 A.,,,,,,,5,,,5
Civil and Environmental Engr - CEE 9000 BA.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 BR.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 B.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 C.,,,,,,,10,,,10
Civil and Environmental Engr - CEE 9000 C.,,,,,,,7,,,7
Civil and Environmental Engr - CEE 9000 CRI,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 DAI,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 DE.,,,,,,,3,1,,4
Civil and Environmental Engr - CEE 9000 DE.,A,B,C,D,F,I,S,U,V,W Aver. Tota
Civil and Environmental Engr - CEE 9000 FRI,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 FR.,,,,,,,11,,,11
Civil and Environmental Engr - CEE 9000 GE.,,,,,,,5,,,5
Civil and Environmental Engr - CEE 9000 GE.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 G.,,,,,,,9,,,9
Civil and Environmental Engr - CEE 9000 G.,,,,,,,7,,,7
Civil and Environmental Engr - CEE 9000 H.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 H.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 H.,,,,,,,6,,,6
Civil and Environmental Engr - CEE 9000 H.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 J.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 JTS,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 K.,,,,,,,5,,,5
Civil and Environmental Engr - CEE 9000 K.,,,,,,,7,1,,8
Civil and Environmental Engr - CEE 9000 LAV,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 LKS,,,,,,,6,,,6
Civil and Environmental Engr - CEE 9000 LU.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 M.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 M.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 M.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 M.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 PA.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 SC.,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 ST.,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 SU.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 TAY,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 TEI,,,,,,,1,,,1
Civil and Environmental Engr - CEE 9000 TIE,,,,,,,4,,,4
Civil and Environmental Engr - CEE 9000 TR.,,,,,,,8,,,8
Civil and Environmental Engr - CEE 9000 W.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 W.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 W.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 W.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 W.,,,,,,,2,,,2
Civil and Environmental Engr - CEE 9000 YA.,,,,,,,3,,,3
Civil and Environmental Engr - CEE 9000 YIA,,,,,,,3,,,3
Colege of Architecture - COA 2242 A,103,43,6,,,,19,,1,1 3.64 173
Colege of Architecture - COA 2242 ID,15,12,1,1,,,,,,1 3.41 30
Colege of Architecture - COA 4010 BB,7,1,,,1,,,,,3.44 9
Colege of Architecture - COA 6010 BB,7,3,1,,,,,,,3.55 11
Colege of Architecture - COA 6120 EDJ,5,3,,,,,1,,,3.63 9
Colege of Architecture - COA 7011 UD,9,2,1,,,,,,,3.67 12
Colege of Architecture - COA 8690 CE1,2,,,,,,,,,4.00 2
Colege of Architecture - COA 8901 G,4,,,,,,,,,4.00 4
Colege of Architecture - COA 8903 MS,,,,,,,1,,,1
Colege of Architecture - COA 8996 AE,,,,,,,2,,,2
Colege of Architecture - COA 8996 B,,,,,,,1,,,1
Colege of Architecture - COA 8996 ED,,,,,,,1,,,1
Colege of Architecture - COA 8996 G,,,,,,,1,,,1
Colege of Architecture - COA 8996 JB1,,,,,,,1,,,1
Colege of Architecture - COA 8996 JS,,,,,,,1,,,1
Colege of Architecture - COA 8996 LS,,,,,,,1,,,1
Colege of Architecture - COA 8997 BF,,,,,,,,,3,3
Colege of Architecture - COA 8997 DS,,,,,,,,,1,1
Colege of Architecture - COA 8997 JB,,,,,,,,,1,1
Colege of Architecture - COA 8997 JK,,,,,,,,,1,1
Colege of Architecture - COA 8997 LS,,,,,,,,,1,1
Colege of Architecture - COA 8997 MS,,,,,,,,,1,1
Colege of Architecture - COA 8997 MS,A,B,C,D,F,I,S,U,V,W Aver. Tota
Colege of Architecture - COA 8997 RG,,,,,,,,,1,1
Colege of Architecture - COA 8997 SM,,,,,,,,,4,4
Colege of Architecture - COA 8998 AE,,,,,,,,,1,1
Colege of Architecture - COA 8998 CZ,,,,,,,,,2,2
Colege of Architecture - COA 8998 DS,,,,,,,,,1,1
Colege of Architecture - COA 8998 EDJ,,,,,,,,,1,1
Colege of Architecture - COA 8998 GA,,,,,,,,,1,1
Colege of Architecture - COA 8998 JB,,,,,,,,,1,1
Colege of Architecture - COA 8998 JS,,,,,,,,,2,2
Colege of Architecture - COA 8998 JS1,,,,,,,,,2,2
Colege of Architecture - COA 8998 MS,,,,,,,,,5,5
Colege of Architecture - COA 8998 RD,,,,,,,,,1,1
Colege of Architecture - COA 8998 RMB,,,,,,,,,1,1
Colege of Architecture - COA 8999 AE,,,,,,,1,,,1
Colege of Architecture - COA 8999 B,,,,,,,1,,,1
Colege of Architecture - COA 8999 CZ,,,,,,,1,,,1
Colege of Architecture - COA 8999 G,,,,,,,1,,,1
Colege of Architecture - COA 8999 GJ,,,,,,,1,,,1
Colege of Architecture - COA 8999 JP,,,,,,,1,,,1
Colege of Architecture - COA 8999 JS,,,,,,,1,,,1
Colege of Architecture - COA 8999 JS1,,,,,,,1,,,1
Colege of Architecture - COA 8999 LA,,,,,,,1,,,1
Colege of Architecture - COA 8999 LH,,,,,,,2,,,2
Colege of Architecture - COA 8999 LS,,,,,,,1,,,1
Colege of Architecture - COA 8999 RG,,,,,,,1,,,1
Colege of Architecture - COA 8999 SB,,,,,,,1,,,1
Colege of Architecture - COA 9000 CE,,,,,,,1,,,1
Colege of Architecture - COA 9000 CZ,,,,,,,2,,,2
Colege of Architecture - COA 9000 G,,,,,,,2,,,2
Colege of Architecture - COA 9000 GJ,,,,,,,1,,,1
Colege of Architecture - COA 9000 JB,,,,,,,1,,,1
Colege of Architecture - COA 9000 JP,,,,,,,2,,,2
Colege of Architecture - COA 9000 JS,,,,,,,1,,,1
Colege of Architecture - COA 9000 LS,,,,,,,1,,,1
Colege of Architecture - COA 9000 RC,,,,,,,1,,,1
Colege of Architecture - COA 9000 RG,,,,,,,2,,,2
Colege of Architecture - COA 9000 SB,,,,,,,1,,,1
Colege of Engineering - COE 2001 A,21,11,12,2,4,,,,,2 2.86 52
Colege of Engineering - COE 2001 B,10,8,5,8,3,,,,,6 2.41 40
Colege of Engineering - COE 2001 C,24,17,5,7,,,,,,6 3.09 59
Colege of Engineering - COE 2001 D,13,17,3,1,,,,,,3 3.24 37
Colege of Engineering - COE 2001 E,11,14,8,3,1,,,,,2 2.84 39
Colege of Engineering - COE 2001 F,25,25,7,2,,,,,,1 3.24 60
Colege of Engineering - COE 2001 G,10,15,5,,,,,,,3.17 30
Colege of Engineering - COE 2001 H,14,6,3,,,,,,,1 3.48 24
Colege of Engineering - COE 2001 I,10,9,13,2,1,,,,,1 2.71 36
Colege of Engineering - COE 2001 J,21,15,14,6,,,,,,5 2.91 61
Colege of Engineering - COE 2001 K,8,16,10,2,,,,,,1 2.83 37
Colege of Engineering - COE 2001 M,11,32,11,4,1,,,,,3 2.81 62
Colege of Engineering - COE 2001 N,17,16,9,3,2,,,,,6 2.91 53
Colege of Engineering - COE 2001 R1,10,11,6,3,,,,,,2.93 30
Colege of Engineering - COE 3001 A,15,9,5,3,,,,,,10 3.13 42
Colege of Engineering - COE 3001 B,29,19,13,1,,,,,,3 3.23 65
Colege of Engineering - COE 3001 C,17,21,12,3,1,,,,,5 2.93 59
Colege of Engineering - COE 3001 D,21,9,10,5,3,,,,,8 2.83 56
Colege of Engineering - COE 3001 F,28,19,16,,,,,,,1 3.19 64
Colege of Engineering - COE 3001 G,16,9,3,2,2,,,,,3.09 32
Colege of Engineering - COE 3001 H,21,12,2,1,1,,,,,2 3.38 39
Colege of Engineering - COE 3001 H,A,B,C,D,F,I,S,U,V,W Aver. Tota
Colege of Engineering - COE 3001 I,34,8,5,1,,,,,,1 3.56 49
Colege of Engineering - COE 3001 J,21,17,4,,,,,,,6 3.40 48
Colege of Engineering - COE 3001 K,23,19,8,2,1,,,,,2 3.15 55
Colege of Engineering - COE 3001 R,5,6,2,,,,,,,3.23 13
Colege of Engineering - COE 3001 R1,30,6,2,1,,1,,,,3.67 40
Colege of Engineering - COE 3001 R2,8,5,2,,,,,,,3.40 15
Colege of Sciences - COS 2000 A,16,,,,,,,,,1 4.00 17
"Computational Mod, Sim, & Data - CX 4220 A",8,13,7,,,1,,,,14 3.04 43
"Computational Mod, Sim, & Data - CX 4230 A",32,3,2,1,,,,,,3.74 38
"Computational Mod, Sim, & Data - CX 4232 A",5,,,,,,,,,4.00 5
"Computational Mod, Sim, & Data - CX 4240 A",21,8,,,1,,,,,8 3.60 38
"Computational Mod, Sim, & Data - CX 4242 A",25,3,1,,,,,,,4 3.83 33
"Computational Mod, Sim, & Data - CX 4803 .",,,,,,,,,,1 1
"Computational Mod, Sim, & Data - CX 4803 .",1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 6220 A,31,43,16,3,,,,,,7 3.10 100
Computational Science & Engr - CSE 6220 .,19,6,4,,,,,,,34 3.52 63
Computational Science & Engr - CSE 6220 Q,1,2,,,,,,,,1 3.33 4
Computational Science & Engr - CSE 6240 A,87,13,2,1,,,,,,8 3.81 111
Computational Science & Engr - CSE 6242 A,167,1,1,1,,,2,,4,8 3.96 184
Computational Science & Engr - CSE 6242 .,5,,,,,,,,,4.00 5
Computational Science & Engr - CSE 6242 .,284,101,20,4,15,3,,,,66 3.50 493
Computational Science & Engr - CSE 6242 Q,9,,,,,,,,,4.00 9
Computational Science & Engr - CSE 6250 A,21,,,,,,2,,3,3 4.00 29
Computational Science & Engr - CSE 6250 .,51,3,4,,,,,,,28 3.81 86
Computational Science & Engr - CSE 6643 A,17,14,14,1,,,5,,,16 3.02 67
Computational Science & Engr - CSE 6643 Q,,2,,,,,,,,3.00 2
Computational Science & Engr - CSE 6644 A,11,,,,,,,,,1 4.00 12
Computational Science & Engr - CSE 6644 Q,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 6730 A,76,11,3,,,,,,1,4 3.81 95
Computational Science & Engr - CSE 6730 Q,8,,,,,,,,,4.00 8
Computational Science & Engr - CSE 6742 A,7,,,,,,,,,4.00 7
Computational Science & Engr - CSE 7000 .,,,,,,,1,,,1
Computational Science & Engr - CSE 7999 .,,,,,,,1,,,1
Computational Science & Engr - CSE 8001 A,,,,,,,10,,,10
Computational Science & Engr - CSE 8803 .,,,,,,,,,,1 1
Computational Science & Engr - CSE 8803 .,10,,,,,,2,,,2 4.00 14
Computational Science & Engr - CSE 8903 .,,,,,,,1,,,1
Computational Science & Engr - CSE 8903 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8903 .,1,,,,,,,,,4.00 1
Computational Science & Engr - CSE 8903 .,,,,,1,,,,,0.00 1
Computational Science & Engr - CSE 8903 .,2,,,,,,,,,4.00 2
Computational Science & Engr - CSE 8903 .,,1,,,,,,,,3.00 1
Computational Science & Engr - CSE 8997 .,,,,,,,,,1,1
Computational Science & Engr - CSE 8997 .,,,,,,,,,2,2
Computational Science & Engr - CSE 8997 .,,,,,,,,,6,6
Computational Science & Engr - CSE 8997 .,,,,,,,,,3,3
Computational Science & Engr - CSE 8998 .,,,,,,,,,1,1
Computational Science & Engr - CSE 8998 .,,,,,,,,,7,7
Computational Science & Engr - CSE 8999 .,,,,,,,2,,,2
Computational Science & Engr - CSE 8999 .,,,,,,,1,,,1
Computational Science & Engr - CSE 8999 .,,,,,,,1,,,1
Computational Science & Engr - CSE 8999 .,,,,,,,1,,,1
Computational Science & Engr - CSE 8999 .,,,,,,,2,,,2
Computational Science & Engr - CSE 8999 .,,,,,,,1,,,1
Computational Science & Engr - CSE 8999 .,,,,,,,1,,,1
Computational Science & Engr - CSE 8999 .,,,,,,,1,,,1
Computational Science & Engr - CSE 8999 .,,,,,,,3,,,3
