"",A,B,C,D,F,I,S,U,V,W Aver. Total
Mechanical Engineering - ME 7000 RUZ,,,,,,,1,,,1
Mechanical Engineering - ME 7000 SIN,,,,,,,1,,,1
Mechanical Engineering - ME 7000 SIT,,,,,,,2,,,2
Mechanical Engineering - ME 7000 SLE,,,,,,,1,,,1
Mechanical Engineering - ME 7000 TQI,,,,,,,1,,,1
Mechanical Engineering - ME 7000 UME,,,,,,,1,,,1
Mechanical Engineering - ME 7000 WHI,,,,,,,4,,,4
Mechanical Engineering - ME 7000 YOD,,,,,,,1,,,1
Mechanical Engineering - ME 7056 SNU,,,,,,,,,3,3
Mechanical Engineering - ME 8011 A,,,,,,,15,,,15
Mechanical Engineering - ME 8011 GTL,,,,,,,1,,,1
Mechanical Engineering - ME 8012 A,,,,,,,10,,,10
Mechanical Engineering - ME 8012 GTL,,,,,,,1,,,1
Mechanical Engineering - ME 8903 WAN,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8903 WW,,,,,,1,,,,1
Mechanical Engineering - ME 8913 FU,2,,,,,,,,,4.00 2
Mechanical Engineering - ME 8913 LIN,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8913 TEL,,,,,,1,,,,1
Mechanical Engineering - ME 8913 WHI,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8923 COW,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8933 GHI,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8933 JET,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8943 JET,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8943 UME,,,,,,1,,,,1
Mechanical Engineering - ME 8953 ERT,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8976 GAR,1,,,,,,,,,4.00 1
Mechanical Engineering - ME 8997 WWH,,,,,,,,,3,3
Mechanical Engineering - ME 8998 GAR,,,,,,,,,1,1
Mechanical Engineering - ME 8998 WWH,,,,,,,,,1,1
Mechanical Engineering - ME 9000 ABD,,,,,,,4,,,4
Mechanical Engineering - ME 9000 ACH,,,,,,,2,,,2
Mechanical Engineering - ME 9000 AID,,,,,,,3,,,1 4
Mechanical Engineering - ME 9000 ALE,,,,,,,3,,,3
Mechanical Engineering - ME 9000 AME,,,,,,,1,,,1
Mechanical Engineering - ME 9000 ANT,,,,,,,1,,,1
Mechanical Engineering - ME 9000 ARV,,,,,,,2,,,2
Mechanical Engineering - ME 9000 BAS,,,,,,,2,,,2
Mechanical Engineering - ME 9000 BCO,,,,,,,4,,,4
Mechanical Engineering - ME 9000 BOO,,,,,,,2,,,2
Mechanical Engineering - ME 9000 BRA,,,,,,,1,,,1
Mechanical Engineering - ME 9000 BRA,A,B,C,D,F,I,S,U,V,W Aver. Total
Mechanical Engineering - ME 9000 COS,,,,,,,1,,,1
Mechanical Engineering - ME 9000 CSA,,,,,,,2,,,2
Mechanical Engineering - ME 9000 DAS,,,,,,,3,,,3
Mechanical Engineering - ME 9000 DEG,,,,,,,2,,,2
Mechanical Engineering - ME 9000 DIX,,,,,,,5,,,5
Mechanical Engineering - ME 9000 ERT,,,,,,,3,,,3
Mechanical Engineering - ME 9000 FED,,,,,,,4,,,4
Mechanical Engineering - ME 9000 FER,,,,,,,1,,,1
Mechanical Engineering - ME 9000 FOR,,,,,,,1,,,1
Mechanical Engineering - ME 9000 FU,,,,,,,4,,,4
Mechanical Engineering - ME 9000 GA1,,,,,,,7,,,7
Mechanical Engineering - ME 9000 GAR,,,,,,,5,,,5
Mechanical Engineering - ME 9000 GEN,,,,,,,4,,,4
Mechanical Engineering - ME 9000 GHI,,,,,,,3,,,3
Mechanical Engineering - ME 9000 GL,,,,,,,1,,,1
Mechanical Engineering - ME 9000 GLE,,,,,,,7,,,7
Mechanical Engineering - ME 9000 GRA,,,,,,,3,,,3
Mechanical Engineering - ME 9000 GUL,,,,,,,5,,,5
Mechanical Engineering - ME 9000 HAM,,,,,,,4,,,4
Mechanical Engineering - ME 9000 HAR,,,,,,,2,,,2
Mechanical Engineering - ME 9000 HAT,,,,,,,2,,,2
Mechanical Engineering - ME 9000 HCH,,,,,,,3,,,3
Mechanical Engineering - ME 9000 HEN,,,,,,,2,,,2
Mechanical Engineering - ME 9000 HES,,,,,,,2,,,2
Mechanical Engineering - ME 9000 HU,,,,,,,5,,,5
Mechanical Engineering - ME 9000 JAC,,,,,,,3,,,3
Mechanical Engineering - ME 9000 JET,,,,,,,2,,,2
Mechanical Engineering - ME 9000 JOS,,,,,,,3,,,3
Mechanical Engineering - ME 9000 JRO,,,,,,,8,,,8
Mechanical Engineering - ME 9000 KAL,,,,,,,2,,,2
Mechanical Engineering - ME 9000 KU,,,,,,,2,,,2
Mechanical Engineering - ME 9000 KUM,,,,,,,2,,,2
Mechanical Engineering - ME 9000 KUR,,,,,,,3,,,3
Mechanical Engineering - ME 9000 LEA,,,,,,,2,,,2
Mechanical Engineering - ME 9000 LIA,,,,,,,2,,,2
Mechanical Engineering - ME 9000 LIE,,,,,,,2,,,2
Mechanical Engineering - ME 9000 LIN,,,,,,,2,,,2
Mechanical Engineering - ME 9000 LOU,,,,,,,4,,,4
Mechanical Engineering - ME 9000 MCD,,,,,,,2,,,2
Mechanical Engineering - ME 9000 MEA,,,,,,,3,,,3
Mechanical Engineering - ME 9000 MEL,,,,,,,4,,,4
Mechanical Engineering - ME 9000 NEU,,,,,,,2,,,2
Mechanical Engineering - ME 9000 PIE,,,,,,,3,,,3
Mechanical Engineering - ME 9000 QI,,,,,,,3,,,3
Mechanical Engineering - ME 9000 RAN,,,,,,,12,,,12
Mechanical Engineering - ME 9000 RDE,,,,,,,1,,,1
Mechanical Engineering - ME 9000 ROS,,,,,,,3,,,3
Mechanical Engineering - ME 9000 RSK,,,,,,,1,,,1
Mechanical Engineering - ME 9000 RUZ,,,,,,,2,,,2
Mechanical Engineering - ME 9000 RWH,,,,,,,1,,,1
Mechanical Engineering - ME 9000 SAB,,,,,,,4,,,4
Mechanical Engineering - ME 9000 SAD,,,,,,,1,,,1
Mechanical Engineering - ME 9000 SIN,,,,,,,3,,,3
Mechanical Engineering - ME 9000 SIT,,,,,,,5,,,5
Mechanical Engineering - ME 9000 SKA,,,,,,,10,,,10
Mechanical Engineering - ME 9000 SLE,,,,,,,2,,,2
Mechanical Engineering - ME 9000 SPR,,,,,,,2,,,2
Mechanical Engineering - ME 9000 SUL,,,,,,,2,,,2
Mechanical Engineering - ME 9000 SUL,A,B,C,D,F,I,S,U,V,W Aver. Total
Mechanical Engineering - ME 9000 SUN,,,,,,,,1,,1
Mechanical Engineering - ME 9000 TEL,,,,,,,1,,,1
Mechanical Engineering - ME 9000 THO,,,,,,,4,,,4
Mechanical Engineering - ME 9000 TIN,,,,,,,1,,,1
Mechanical Engineering - ME 9000 TKI,,,,,,,1,,,1
Mechanical Engineering - ME 9000 UED,,,,,,,6,,,1 7
Mechanical Engineering - ME 9000 UME,,,,,,,4,,,4
Mechanical Engineering - ME 9000 VAR,,,,,,,3,,,3
Mechanical Engineering - ME 9000 WHI,,,,,,,10,,,10
Mechanical Engineering - ME 9000 XIA,,,,,,,2,,,2
Mechanical Engineering - ME 9000 YEE,,,,,,,4,,,4
Mechanical Engineering - ME 9000 YKI,,,,,,,3,,,3
Mechanical Engineering - ME 9000 YOD,,,,,,,3,,,3
Mechanical Engineering - ME 9000 YOG,,,,,,,3,,,3
Mechanical Engineering - ME 9000 YOU,,,,,,,2,,,2
Mechanical Engineering - ME 9000 YWA,,,,,,,3,,,3
Mechanical Engineering - ME 9000 ZH,,,,,,,2,,,2
Mechanical Engineering - ME 9000 ZHA,,,,,,,3,,,3
Mechanical Engineering - ME 9000 ZHO,,,,,,,4,1,,5
Mechanical Engineering - ME 9000 ZHU,,,,,,,4,,,4
Medical Physics - MP 7000 ERI,,,,,,,1,,,1
Medical Physics - MP 7000 HER,,,,,,,1,,,1
Medical Physics - MP 7000 HU,,,,,,1,,,,1
Medical Physics - MP 7000 WAN,,,,,,,3,,,3
Medical Physics - MP 8104 A,6,,,,,,,,,4.00 6
Medical Physics - MP 9000 ERI,,,,,,,1,,,1
Medical Physics - MP 9000 WAN,,,,,,,1,,,1
Medical Physics - MP 9000 ZHU,,,,,,,1,,,1
Modern Languages - ML 4813 RSE,6,,,,,,,,,4.00 6
Music - MUSI 2010 SUM,15,5,3,,,,,,,3 3.52 26
Music - MUSI 3450 A1,15,3,3,,,,,,,1 3.57 22
Music - MUSI 3610 R01,46,8,,,,,,,,1 3.85 55
Music - MUSI 3610 R02,52,2,,,,,,,,1 3.96 55
Music - MUSI 3610 R03,55,,,,,,,,,4.00 55
Music - MUSI 3630 CC,97,5,1,,,,,,,3.93 103
Music - MUSI 3801 R01,46,8,,,,,,,,1 3.85 55
Music - MUSI 3801 R02,52,2,,,,,,,,1 3.96 55
Music - MUSI 3801 R03,55,,,,,,,,,4.00 55
Music - MUSI 4450 A,10,,,,,,,,,4.00 10
Music - MUSI 4630 CM,16,7,,,,,,,,3.70 23
Neuroscience - NEUR 4698 SHI,,,,,,,,,1,1
Neuroscience - NEUR 4699 3,1,,,,,,,,,4.00 1
Nuclear & Radiological Engr - NRE 4698 KD3,,,,,,,,,1,1
Nuclear & Radiological Engr - NRE 4699 KD3,1,,,,,,,,,4.00 1
Nuclear & Radiological Engr - NRE 7000 DEO,,,,,,,1,,,1
Nuclear & Radiological Engr - NRE 7000 HER,,,,,,,1,1,,2
Nuclear & Radiological Engr - NRE 7000 KOT,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 9000 DEO,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 9000 ERI,,,,,,,4,,,4
Nuclear & Radiological Engr - NRE 9000 GAR,,,,,,,1,,,1
Nuclear & Radiological Engr - NRE 9000 HER,,,,,,,3,,,3
Nuclear & Radiological Engr - NRE 9000 KOT,,,,,,,1,,,1
Nuclear & Radiological Engr - NRE 9000 PET,,,,,,,4,,,4
Nuclear & Radiological Engr - NRE 9000 RAH,,,,,,,2,1,,3
Philosophy - PHIL 3105 JB,10,9,3,1,1,,3,,,3 3.08 30
Philosophy - PHIL 3109 RK,21,4,,1,,,3,,,1 3.73 30
Philosophy - PHIL 3127 R,28,12,,,,,,,,1 3.70 41
Philosophy - PHIL 4176 RK,26,3,,,,,1,,,2 3.90 32
Philosophy - PHIL 4176 RK,A,B,C,D,F,I,S,U,V,W Aver. Total
Philosophy - PHIL 6000 A,,,,,,,30,,,2 32
Philosophy - PHIL 6000 B,,,,,,,33,,,2 35
Philosophy - PHIL 6000 C,,,,,,,29,,,4 33
Philosophy - PHIL 6000 D,,,,,,,16,,,16
Philosophy - PHIL 6000 E,,,,,,,36,,,2 38
Philosophy - PHIL 6000 F,,,,,,,31,,,31
Philosophy - PHIL 6000 R,,,,,,,10,,,10
Physics - PHYS 2211 M,37,31,23,5,4,1,,,,11 2.92 112
Physics - PHYS 2211 QUP,6,13,4,4,1,,,,,2.68 28
Physics - PHYS 2212 K,60,52,34,10,3,,,,,6 2.98 165
Physics - PHYS 2698 CR,,,,,,,,,1,1
Physics - PHYS 2698 DG,,,,,,,,,1,1
Physics - PHYS 2699 CUR,1,,,,,,,,,4.00 1
Physics - PHYS 2699 DG,1,,,,,,,,,4.00 1
Physics - PHYS 2699 KB,1,,,,,,,,,4.00 1
Physics - PHYS 2699 SCH,1,,,,,,,,,4.00 1
Physics - PHYS 4321 A,7,2,3,,1,1,,,,3.08 14
Physics - PHYS 4322 A,,,,,,1,,,,1
Physics - PHYS 4698 CP,,,,,,,,,1,1
Physics - PHYS 4698 CUR,,,,,,,,,1,1
Physics - PHYS 4698 DS,,,,,,,,,1,1
Physics - PHYS 4698 FF,,,,,,,,,1,1
Physics - PHYS 4698 LC,,,,,,,,,1,1
Physics - PHYS 4699 FF,1,,,,,,,,,4.00 1
Physics - PHYS 4699 IT,1,,,,,,,,,4.00 1
Physics - PHYS 4699 KB,2,,,,,,,,,4.00 2
Physics - PHYS 4699 KW,1,,,,,,,,,4.00 1
Physics - PHYS 4699 MC,1,,,,,,,,,4.00 1
Physics - PHYS 4699 MM,1,,,,,,,,,4.00 1
Physics - PHYS 4699 ON,,,,,,1,,,,1
Physics - PHYS 4699 PY,2,,,,,,,,,4.00 2
Physics - PHYS 4751 A,3,2,1,,,,,,,3.33 6
Physics - PHYS 8901 CP,1,,,,,,,,,4.00 1
Physics - PHYS 8901 CR,1,,,,,,,,,4.00 1
Physics - PHYS 8901 CS,1,,,,,,,,,4.00 1
Physics - PHYS 8901 CUR,2,,,,,,,,,4.00 2
Physics - PHYS 8901 DB,1,,,,,,,,,4.00 1
Physics - PHYS 8901 DG,1,,,,,,,,,4.00 1
Physics - PHYS 8901 DS,4,,,,,,,,,4.00 4
Physics - PHYS 8901 FF,1,,,,,,,,,4.00 1
Physics - PHYS 8901 FN,1,,,,,,,,,4.00 1
Physics - PHYS 8901 HK,2,,,,,,,,,4.00 2
Physics - PHYS 8901 IT,1,,,,,,,,,4.00 1
Physics - PHYS 8901 KB,3,,,,,,,,,4.00 3
Physics - PHYS 8901 KW,1,,,,,,,,,4.00 1
Physics - PHYS 8901 MC,1,,,,,,,,,4.00 1
Physics - PHYS 8901 ON,,,,,,1,,,,1
Physics - PHYS 8901 PL,1,,,,,,,,,4.00 1
Physics - PHYS 8901 RG,1,,,,,,,,,4.00 1
Physics - PHYS 8901 RT,1,,,,,,,,,4.00 1
Physics - PHYS 8901 SCH,1,,,,,,,,,4.00 1
Physics - PHYS 8901 SS,1,,,,,,,,,4.00 1
Physics - PHYS 8997 AS,,,,,,,,,39,39
Physics - PHYS 8998 RA,,,,,,,,,64,64
Physics - PHYS 9000 BK,,,,,,,2,,,2
Physics - PHYS 9000 CP,,,,,,,1,,,1
Physics - PHYS 9000 CUR,,,,,,,2,,,2
Physics - PHYS 9000 DB,,,,,,,1,,,1
Physics - PHYS 9000 DB,A,B,C,D,F,I,S,U,V,W Aver. Total
Physics - PHYS 9000 DD,,,,,,,2,,,2
Physics - PHYS 9000 DG,,,,,,,5,,,5
Physics - PHYS 9000 EC,,,,,,,1,,,1
Physics - PHYS 9000 EM,,,,,,,1,,,1
Physics - PHYS 9000 FF,,,,,,,3,,,3
Physics - PHYS 9000 FN,,,,,,,5,,,5
Physics - PHYS 9000 HK,,,,,,,3,,,3
Physics - PHYS 9000 IT,,,,,,,1,,,1
Physics - PHYS 9000 JGU,,,,,,,4,,,4
Physics - PHYS 9000 JW,,,,,,,1,,,1
Physics - PHYS 9000 KB,,,,,,,4,,,4
Physics - PHYS 9000 KW,,,,,,,1,,,1
Physics - PHYS 9000 LC,,,,,,,1,,,1
Physics - PHYS 9000 MC,,,,,,,4,,,4
Physics - PHYS 9000 ML,,,,,,,1,,,1
Physics - PHYS 9000 MM,,,,,,,3,,,3
Physics - PHYS 9000 MP,,,,,,,1,,,1
Physics - PHYS 9000 MY,,,,,,,1,,,1
Physics - PHYS 9000 ON,,,,,,1,,,,1
Physics - PHYS 9000 PC,,,,,,,1,,,1
Physics - PHYS 9000 PF,,,,,,,2,,,2
Physics - PHYS 9000 PG,,,,,,,2,,,2
Physics - PHYS 9000 PL,,,,,,,2,,,2
Physics - PHYS 9000 PY,,,,,,,4,,,4
Physics - PHYS 9000 RG,,,,,,,1,,,1
Physics - PHYS 9000 RT,,,,,,,2,,,2
Physics - PHYS 9000 SCH,,,,,,,5,,,5
Physics - PHYS 9000 SS,,,,,,,3,,,3
Physics - PHYS 9000 ST,,,,,,2,,,,2
Physics - PHYS 9000 TB,,,,,,,3,,,3
Physics - PHYS 9000 TU,,,,,,,1,,,1
Physics - PHYS 9000 UZI,,,,,,,1,,,1
Physics - PHYS 9000 WD,,,,,,4,,,,4
Physics - PHYS 9000 WZ,,,,,,,1,,,1
Physics - PHYS 9000 ZJ,,,,,,,2,,,2
Psychology - PSYC 1101 SF,33,20,2,1,,,,,,3.52 56
Psychology - PSYC 1101 SS,5,6,1,1,,,,,,3.15 13
Psychology - PSYC 1101 Y,21,10,3,3,,1,1,,1,2 3.32 42
Psychology - PSYC 1101 Z,32,10,1,1,,,2,,,3.66 46
Psychology - PSYC 2015 A,14,7,3,2,,,,,,1 3.27 27
Psychology - PSYC 2103 A,8,4,,,,,,,,1 3.67 13
Psychology - PSYC 2210 A,41,13,4,1,,,,,,3.59 59
Psychology - PSYC 2698 TM,,,,,,,,,1,1
Psychology - PSYC 2699 DR,1,,,,,,,,,4.00 1
Psychology - PSYC 2699 JG,1,,,,,,,,,4.00 1
Psychology - PSYC 2699 RC,1,,,,,,,,,4.00 1
Psychology - PSYC 3750 R,4,,,,,,,,,4.00 4
Psychology - PSYC 4699 AR,1,,,,,,,,,4.00 1
Psychology - PSYC 4699 CH,1,,,,,,,,,4.00 1
Psychology - PSYC 4699 JG,1,,,,,,,,,4.00 1
Psychology - PSYC 4699 MW,2,,,,,,,,,1 4.00 3
Psychology - PSYC 4699 QUP,,,,,,1,,,,1
Psychology - PSYC 4699 RT,2,,,,,,,,,4.00 2
Psychology - PSYC 4699 TM,2,,,,,,,,,4.00 2
Psychology - PSYC 7000 AD,,,,,,,1,,,1
Psychology - PSYC 7000 BW,,,,,,,1,,,1
Psychology - PSYC 7000 JG,,,,,,,2,,,2
Psychology - PSYC 7000 MW,,,,,,,1,,,1
Psychology - PSYC 7000 MW,A,B,C,D,F,I,S,U,V,W Aver. Total
Psychology - PSYC 7000 RE,,,,,,,1,,,1
Psychology - PSYC 7000 RK,,,,,,,1,,,1
Psychology - PSYC 7000 WR,,,,,,,3,,,3
Psychology - PSYC 8901 BW,,,,,,,2,,,2
Psychology - PSYC 8901 FD,1,,,,,,,,,4.00 1
Psychology - PSYC 8901 JG,,,,,,,2,,,2
Psychology - PSYC 8901 RT,,,,,,,2,,,2
Psychology - PSYC 8901 WR,,,,,,,2,,,2
Psychology - PSYC 8902 HW,,,,,,,1,,,1
Psychology - PSYC 8902 PV,,,,,,,1,,,1
Psychology - PSYC 8902 RC,,,,,,,1,,,1
Psychology - PSYC 8902 RK,,,,,,,1,,,1
Psychology - PSYC 8904 MW,,,,,,,1,,,1
Psychology - PSYC 8904 SM,,,,,,,2,,,2
Psychology - PSYC 8904 WR,1,,,,,,,,,4.00 1
Psychology - PSYC 8905 AD,,,,,,,1,,,1
Psychology - PSYC 8907 AD,,,,,,,2,,,2
Psychology - PSYC 8907 DR,,,,,,,3,,,3
Psychology - PSYC 8907 ES,,,,,,,2,,,2
Psychology - PSYC 8907 JS,,,,,,,1,,,1
Psychology - PSYC 8907 MW,,,,,,,3,,,3
Psychology - PSYC 8907 PV,,,,,,,1,,,1
Psychology - PSYC 8907 RE,,,,,,,4,,,4
Psychology - PSYC 8908 JR,,,,,,,1,,,1
Psychology - PSYC 8908 SE,,,,,,,1,,,1
Psychology - PSYC 9000 BW,,,,,,,1,,,1
Psychology - PSYC 9000 JR,,,,,,,1,,,1
Psychology - PSYC 9000 PV,,,,,,,1,,,1
Psychology - PSYC 9000 RE,,,,,,,1,,,1
Psychology - PSYC 9000 WR,,,,,,,1,,,1
Public Policy - PUBP 3000 R,12,,,,,,,,,4.00 12
Public Policy - PUBP 3600 EM,16,4,1,,,,,,,3.71 21
Public Policy - PUBP 4651 CL,,,,,,1,,,,1
Public Policy - PUBP 4651 MH,1,,,,,,,,,4.00 1
Public Policy - PUBP 4699 MM,,1,,,,,,,,3.00 1
Public Policy - PUBP 8900 GK1,,,,,,1,,,,1
Public Policy - PUBP 8900 GK2,,,,,,1,,,,1
Public Policy - PUBP 8900 JW,1,,,,,,,,,4.00 1
Public Policy - PUBP 8900 MB,1,,,,,,,,,4.00 1
Public Policy - PUBP 8998 JB,,,,,,,,,1,1
Public Policy - PUBP 9000 AL,,,,,,,1,,,1
Public Policy - PUBP 9000 DM,,,,,,,2,,,2
Public Policy - PUBP 9000 HK,,,,,,,1,1,,2
Public Policy - PUBP 9000 JM,,,,,,,1,,,1
Public Policy - PUBP 9000 JW,,,,,,,1,,,1
Public Policy - PUBP 9000 KI,,,,,,,2,,,2
Public Policy - PUBP 9000 PS,,,,,,,3,,,3
Public Policy - PUBP 9000 VT,,,,,,,1,,,1
Public Policy/Joint GSU PhD - PUBJ 8000 A,,,,,,,,,9,9
Russian - RUSS 1001 UAA,4,2,,,,,1,,,3.67 7
Russian - RUSS 1002 UAA,4,,,,,,1,,,4.00 5
Russian - RUSS 1692 RMO,10,2,,,,,,,,3.83 12
Russian - RUSS 2691 RMO,11,1,,,,,,,,3.92 12
Russian - RUSS 2692 RMO,11,1,,,,,,,,3.92 12
Russian - RUSS 3691 RMO,9,,,,,,,,,4.00 9
Russian - RUSS 3692 RMO,8,1,,,,,,,,3.89 9
Russian - RUSS 3695 RMO,12,2,,,,,,,,3.86 14
Russian - RUSS 3823 RMO,1,,,,,,,,,4.00 1
Russian - RUSS 3823 RMO,A,B,C,D,F,I,S,U,V,W Aver. Total
Russian - RUSS 4692 RMO,6,,,,,,,,,4.00 6
Russian - RUSS 4693 RMO,6,,,,,,,,,4.00 6
Russian - RUSS 4901 RMO,1,,,,,,,,,4.00 1
Sociology - SOC 1101 A,18,5,3,,,,,,1,3 3.58 30
Sociology - SOC 1101 QUP,21,8,,,,,5,,,2 3.72 36
Sociology - SOC 1101 SF,30,8,4,,,,,,,3.62 42
Spanish - SPAN 1001 RBA,3,1,,,,,,,,3.75 4
Spanish - SPAN 1001 UA,17,2,1,,,,,,,3.80 20
Spanish - SPAN 1002 UA,13,1,,,1,,,,,1 3.67 16
Spanish - SPAN 2001 A,3,,,,,,,,,4.00 3
Spanish - SPAN 2001 RBA,,6,,,,,,,,3.00 6
Spanish - SPAN 2001 RSV,6,,,,,,,,,4.00 6
Spanish - SPAN 2002 RBA,1,,,,,,,,,4.00 1
Spanish - SPAN 2002 RSV,6,,,,,,,,,4.00 6
Spanish - SPAN 3101 RBA,3,,,,,,,,,4.00 3
Spanish - SPAN 3101 RSV,3,,,,,,,,,4.00 3
Spanish - SPAN 3102 RSV,3,,,,,,,,,4.00 3
Spanish - SPAN 3590 REC,22,2,,,,,,,,3.92 24
Spanish - SPAN 3591 RPE,13,2,,,,,,,,3.87 15
Spanish - SPAN 3592 REC,23,1,,,,,,,,3.96 24
Spanish - SPAN 3690 RPE,14,1,,,,,,,,3.93 15
Spanish - SPAN 3691 RMX,18,,,,,,,,,4.00 18
Spanish - SPAN 3692 RMX,9,8,1,,,,,,,3.44 18
Spanish - SPAN 3694 RMA,17,3,,,,,,,,3.85 20
Spanish - SPAN 3813 RBA,2,1,,,,,,,,3.67 3
Spanish - SPAN 3813 RSV,6,,,,,,,,,4.00 6
Spanish - SPAN 4693 RMA,18,2,,,,,,,,3.90 20
