"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Electrical & Computer Engr - ECE 9000 R05,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 R08,,,,,,,6,,,6
Electrical & Computer Engr - ECE 9000 R09,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 R11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 S03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 S05,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 S08,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 S09,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 S10,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 S11,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 S17,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 S18,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 S19,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 S21,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 T01,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 T02,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 T04,,,,,,,11,,,11
Electrical & Computer Engr - ECE 9000 T10,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 T11,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 V01,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 V03,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 V06,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 W01,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 W03,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 W08,,,,,,,2,,,2
Electrical & Computer Engr - ECE 9000 W10,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 Y01,,,,,,,7,,,7
Electrical & Computer Engr - ECE 9000 Y02,,,,,,,3,,,3
Electrical & Computer Engr - ECE 9000 Y03,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 Z02,,,,,,,1,,,1
Electrical & Computer Engr - ECE 9000 Z05,,,,,,,4,,,4
Electrical & Computer Engr - ECE 9000 Z06,,,,,,,5,,,5
Electrical & Computer Engr - ECE 9000 Z07,,,,,,,2,,,2
English - ENGL 1101 A,12,10,,,,,,,,3.55 22
English - ENGL 1101 A1,6,14,2,,,,,,,3.18 22
English - ENGL 1101 A2,24,1,,,,,,,,3.96 25
English - ENGL 1101 A4,20,2,1,,,,,,,3.83 23
English - ENGL 1101 B,9,12,4,,,,,,,3.20 25
English - ENGL 1101 B2,5,17,2,,,,,,,3.13 24
English - ENGL 1101 B2,A5,1B7,C2,D,F,I,S,U,V,W A3v.e1r3. To2ta4
English - ENGL 1101 B3,20,5,,,,,,,,3.80 25
English - ENGL 1101 C,9,13,,,1,,,,,1 3.26 24
English - ENGL 1101 C2,14,8,1,,,,,,,3.57 23
English - ENGL 1101 D,21,3,,1,,,,,,3.76 25
English - ENGL 1101 D2,11,11,1,1,,,,,,3.33 24
English - ENGL 1101 D3,25,,,,,,,,,4.00 25
English - ENGL 1101 D4,14,10,,,1,,,,,3.44 25
English - ENGL 1101 D5,24,,,,1,,,,,3.84 25
English - ENGL 1101 E2,11,10,,,1,,,,,3.36 22
English - ENGL 1101 F,18,3,1,1,,,,,,1 3.65 24
English - ENGL 1101 F1,23,2,,,,,,,,3.92 25
English - ENGL 1101 F2,19,6,,,,,,,,3.76 25
English - ENGL 1101 F3,16,7,1,,,,,,,3.63 24
English - ENGL 1101 F4,19,5,,,,,,,,1 3.79 25
English - ENGL 1101 F5,24,1,,,,,,,,3.96 25
English - ENGL 1101 G,10,13,1,,,,,,,3.38 24
English - ENGL 1101 G1,11,10,3,,,,,,,3.33 24
English - ENGL 1101 G2,17,6,1,1,,,,,,3.56 25
English - ENGL 1101 G3,9,13,2,,,,,,,1 3.29 25
English - ENGL 1101 H,19,2,,,,,,,,3.90 21
English - ENGL 1101 HP,14,3,,,,,,,,3.82 17
English - ENGL 1101 J1,10,11,1,,,,,,,3.41 22
English - ENGL 1101 J2,8,12,4,,1,,,,,3.04 25
English - ENGL 1101 J5,16,5,,,,,,,,3.76 21
English - ENGL 1101 K,15,8,,,,,,,,3.65 23
English - ENGL 1101 L,15,9,,,,,,,,1 3.63 25
English - ENGL 1101 L1,5,15,1,,,,,,,1 3.19 22
English - ENGL 1101 M1,12,6,,1,1,,,,,1 3.35 21
English - ENGL 1101 N,21,1,1,,,,,,,1 3.87 24
English - ENGL 1101 N1,23,2,,,,,,,,3.92 25
English - ENGL 1101 N2,18,5,,,,,,,,1 3.78 24
English - ENGL 1101 N3,20,2,,,,,,,,3.91 22
English - ENGL 1101 N4,14,8,,,1,,,,,3.48 23
English - ENGL 1101 N5,24,,,,,,,,,4.00 24
English - ENGL 1101 P2,10,11,2,,,,,,,3.35 23
English - ENGL 1101 P3,6,11,1,1,,,,,,3.16 19
English - ENGL 1102 A,18,6,,,,,,,,1 3.75 25
English - ENGL 1102 A1,16,9,,,,,,,,3.64 25
English - ENGL 1102 A2,10,13,,,1,,,,,1 3.29 25
English - ENGL 1102 A3,12,10,2,,,,,,,1 3.42 25
English - ENGL 1102 B,19,3,,1,,,,,,3.74 23
English - ENGL 1102 B1,8,14,,,1,,,,,3.22 23
English - ENGL 1102 B2,8,13,,,,,,,,3.38 21
English - ENGL 1102 B3,14,9,2,,,,,,,3.48 25
English - ENGL 1102 C,22,1,2,,,,,,,3.80 25
English - ENGL 1102 C1,6,13,1,1,,,,,,1 3.14 22
English - ENGL 1102 D1,24,1,,,,,,,,3.96 25
English - ENGL 1102 D3,12,9,3,1,,,,,,3.28 25
English - ENGL 1102 E,19,1,,,,,,,,3.95 20
English - ENGL 1102 E1,15,4,,,,,,,,2 3.79 21
English - ENGL 1102 E2,25,,,,,,,,,4.00 25
English - ENGL 1102 F1,25,,,,,,,,,4.00 25
English - ENGL 1102 F2,23,2,,,,,,,,3.92 25
English - ENGL 1102 F3,17,7,,1,,,,,,3.60 25
English - ENGL 1102 F4,19,6,,,,,,,,3.76 25
English - ENGL 1102 F5,11,8,5,,,,,,,1 3.25 25
English - ENGL 1102 G,12,8,1,,1,,,,,1 3.36 23
English - ENGL 1102 G1,19,1,,,,,,,,3.95 20
English - ENGL 1102 G1,A,B,C,D,F,I,S,U,V,W Aver. Tota
English - ENGL 1102 G2,18,5,,,,,,,,3.78 23
English - ENGL 1102 G3,23,2,,,,,,,,3.92 25
English - ENGL 1102 H,14,4,1,1,,,,,,3.55 20
English - ENGL 1102 HP1,16,1,,,,,,,,3.94 17
English - ENGL 1102 HP3,17,,,,,,,,,4.00 17
English - ENGL 1102 HP4,13,4,,,,,,,,3.76 17
English - ENGL 1102 J,15,9,1,,,,,,,3.56 25
English - ENGL 1102 J1,20,5,,,,,,,,3.80 25
English - ENGL 1102 J2,15,10,,,,,,,,3.60 25
English - ENGL 1102 K,21,1,1,,1,,,,,3.71 24
English - ENGL 1102 K1,21,3,,,,,,,,3.88 24
English - ENGL 1102 K2,19,5,,,,,,,,3.79 24
English - ENGL 1102 K3,15,9,,,,,,,,3.63 24
English - ENGL 1102 L,21,1,2,,,,,,,3.79 24
English - ENGL 1102 L2,14,5,1,,,,,,,1 3.65 21
English - ENGL 1102 L3,15,6,,,1,,,,,1 3.55 23
English - ENGL 1102 N,22,2,,,,,,,,3.92 24
English - ENGL 1102 N1,22,3,,,,,,,,3.88 25
English - ENGL 1102 N2,20,5,,,,,,,,3.80 25
English - ENGL 1102 N3,22,2,,,1,,,,,3.76 25
English - ENGL 1102 P,11,11,,,,,,,,1 3.50 23
English - ENGL 1102 P1,23,1,,,1,,,,,3.80 25
English - ENGL 1102 P2,17,4,1,,,,,,,1 3.73 23
English - ENGL 1102 P3,13,5,3,1,,,,,,3.36 22
French - FREN 1001 C,16,3,,,,,,,2,3 3.84 24
French - FREN 1001 D,19,3,,,,,,1,,2 3.86 25
French - FREN 1001 E,19,2,1,,,,2,,,1 3.82 25
French - FREN 1001 F,16,7,1,,,,,,,1 3.63 25
French - FREN 1001 G,18,2,2,,,,,,,3 3.73 25
French - FREN 1001 R,13,2,,,,,,,,3.87 15
French - FREN 1001 R2,16,,1,,,,,,,3.88 17
French - FREN 1002 B,20,1,,,,,1,,,1 3.95 23
French - FREN 1002 C,24,1,1,,,,,,,3.88 26
French - FREN 1002 E,21,1,1,,,,1,,,3.87 24
French - FREN 1002 F,20,2,,,,,1,1,,3.91 24
French - FREN 1002 G,14,4,,,,,2,,,1 3.78 21
French - FREN 1002 R,16,,,,,,,,,4.00 16
French - FREN 2001 D,18,5,,,,,1,,,1 3.78 25
French - FREN 2001 E,19,3,,,,,,,,2 3.86 24
French - FREN 2001 F,11,5,,,,,,,,1 3.69 17
French - FREN 2002 B,5,2,,,,,,,,3.71 7
French - FREN 2002 C,6,3,,,,,2,,,3.67 11
French - FREN 2813 R,8,,,,,,,,,4.00 8
French - FREN 3551 H,17,,,1,,,,,,2 3.83 20
French - FREN 3833 E,11,6,3,,,,,,,3.40 20
French - FREN 4101 UA,5,,1,,,,,,,3.67 6
French - FREN 4699 A,1,,,,,,,,,4.00 1
French - FREN 4699 B,1,,,,,,,,,4.00 1
French - FREN 4813 E,11,2,1,,,,,,,3.71 14
French - FREN 4823 C,7,,,,,,,,1,4.00 8
Georgia Tech - GT 1000 AE,36,3,,,3,,,,,1 3.64 43
Georgia Tech - GT 1000 B06,14,1,,,1,,,,,3.69 16
Georgia Tech - GT 1000 B07,14,2,,,,,,,,3.88 16
Georgia Tech - GT 1000 B08,14,1,,,,,,,,3.93 15
Georgia Tech - GT 1000 B11,17,,,,,,,,,4.00 17
Georgia Tech - GT 1000 B12,20,,,,,,,,,4.00 20
Georgia Tech - GT 1000 B13,14,,1,,,,,,,1 3.87 16
Georgia Tech - GT 1000 B19,12,4,,,1,,,,,3.53 17
Georgia Tech - GT 1000 B19,A,B,C,D,F,I,S,U,V,W Aver. Tota
Georgia Tech - GT 1000 B20,15,1,,,,,,,,3.94 16
Georgia Tech - GT 1000 B22,19,1,,,,,,,,3.95 20
Georgia Tech - GT 1000 B39,11,,,,,,,,,4.00 11
Georgia Tech - GT 1000 BIO,22,1,,,,,,,,3.96 23
Georgia Tech - GT 1000 C04,17,,,,,,,,,1 4.00 18
Georgia Tech - GT 1000 C07,17,,,,,,,,,4.00 17
Georgia Tech - GT 1000 C12,15,1,1,,,,,,,3.82 17
Georgia Tech - GT 1000 C13,13,1,,,,,,,,3.93 14
Georgia Tech - GT 1000 C15,19,,,,,,,,,4.00 19
Georgia Tech - GT 1000 C18,16,,,,,,,,,1 4.00 17
Georgia Tech - GT 1000 C19,13,1,,,,,,,,2 3.93 16
Georgia Tech - GT 1000 C21,17,1,,,,,,,,3.94 18
Georgia Tech - GT 1000 C22,17,,,,,,,,,4.00 17
Georgia Tech - GT 1000 C24,15,1,,,,,,,,3.94 16
Georgia Tech - GT 1000 CBE,38,,,,1,,,,,3.90 39
Georgia Tech - GT 1000 CEE,25,,,,,,,,,4.00 25
Georgia Tech - GT 1000 CH1,17,,,,,,,,,4.00 17
Georgia Tech - GT 1000 CH2,17,,,,,,,,,4.00 17
Georgia Tech - GT 1000 COA,25,1,,,,,,,,3.96 26
Georgia Tech - GT 1000 D04,4,2,,,,,,,,3.67 6
Georgia Tech - GT 1000 D08,16,,,,,,,,,4.00 16
Georgia Tech - GT 1000 D11,12,1,,,,,,,,3.92 13
Georgia Tech - GT 1000 D12,12,,1,,,,,,,3.85 13
Georgia Tech - GT 1000 D14,13,,,,,,,,,4.00 13
Georgia Tech - GT 1000 D19,19,,,,,,,,,1 4.00 20
Georgia Tech - GT 1000 D21,5,2,,,,,,,,3.71 7
Georgia Tech - GT 1000 D26,6,,,,,,,,,4.00 6
Georgia Tech - GT 1000 D29,14,1,,,,,,,,3.93 15
Georgia Tech - GT 1000 D30,9,1,,,,,,,,3.90 10
Georgia Tech - GT 1000 D34,12,,,,,,,,,4.00 12
Georgia Tech - GT 1000 E04,17,,,,,,,,,4.00 17
Georgia Tech - GT 1000 E05,11,4,,,,,,,,3.73 15
Georgia Tech - GT 1000 E06,14,1,,,,,,,,3.93 15
Georgia Tech - GT 1000 E07,18,,1,,,,,,,3.89 19
Georgia Tech - GT 1000 E13,16,2,1,1,,,,,,3.65 20
Georgia Tech - GT 1000 E15,14,,1,,,,,,,2 3.87 17
Georgia Tech - GT 1000 E16,17,,,,,,,,,1 4.00 18
Georgia Tech - GT 1000 E17,12,,,,,,,,,4.00 12
Georgia Tech - GT 1000 E21,12,2,1,,,,,,,3.73 15
Georgia Tech - GT 1000 E23,15,1,,,,,,,,3.94 16
Georgia Tech - GT 1000 E25,16,,,,,,,,,1 4.00 17
Georgia Tech - GT 1000 E26,11,1,,,,,,,,1 3.92 13
Georgia Tech - GT 1000 E28,8,,,,,,,,,1 4.00 9
Georgia Tech - GT 1000 EAS,7,,,,,,,,,4.00 7
Georgia Tech - GT 1000 EC1,15,2,2,,,,,,,1 3.68 20
Georgia Tech - GT 1000 EC2,26,1,2,,,,,,,3.83 29
Georgia Tech - GT 1000 F05,13,,,,,,,,,4.00 13
Georgia Tech - GT 1000 F12,16,,,,,,,,,4.00 16
Georgia Tech - GT 1000 F16,10,1,,,,,,,,3.91 11
Georgia Tech - GT 1000 F32,16,1,,,,,,,,1 3.94 18
Georgia Tech - GT 1000 FEM,9,2,,,,,,,,3.82 11
Georgia Tech - GT 1000 FG,6,,,,,,,,,4.00 6
Georgia Tech - GT 1000 GC1,8,1,,,,,,,,3.89 9
Georgia Tech - GT 1000 GC2,4,,,,,,,,,4.00 4
Georgia Tech - GT 1000 HP1,20,,,,1,,,,,3.81 21
Georgia Tech - GT 1000 IA1,8,1,,,,,,,,2 3.89 11
Georgia Tech - GT 1000 IA2,11,,,,,,,,,4.00 11
Georgia Tech - GT 1000 IA3,14,,,,,,,,,4.00 14
Georgia Tech - GT 1000 IA3,1A4,B,C,D,F,I,S,U,V,W A4v.e0r0. To1ta4
Georgia Tech - GT 1000 IE1,33,1,,,,,,,,1 3.97 35
Georgia Tech - GT 1000 IE2,33,2,,,,,,,,3.94 35
Georgia Tech - GT 1000 INT,9,,,,,,,,,2 4.00 11
Georgia Tech - GT 1000 IP,25,,,,1,,,,,1 3.85 27
Georgia Tech - GT 1000 MAT,13,,,,,,,,,4.00 13
Georgia Tech - GT 1000 ME,17,,,,,,,,,4.00 17
Georgia Tech - GT 1000 MG1,34,,,,,,,,,4.00 34
Georgia Tech - GT 1000 MG2,30,1,1,,,,,,,3.91 32
Georgia Tech - GT 1000 MG3,24,1,,,,,,,,3.96 25
Georgia Tech - GT 1000 MG4,25,3,,,,,,,,3.89 28
Georgia Tech - GT 1000 MG5,20,2,,,,,,,,1 3.91 23
Georgia Tech - GT 1000 MS2,17,1,,,,,,,,3.94 18
Georgia Tech - GT 1000 MSE,17,,,,,,,,,4.00 17
Georgia Tech - GT 1000 OIE,19,1,,,1,,,,,3.76 21
Georgia Tech - GT 1000 PH1,22,1,1,,,,,,,3.88 24
Georgia Tech - GT 1000 PH2,23,,,,,,,,,1 4.00 24
Georgia Tech - GT 1000 PHY,13,1,,1,,,,,,3.73 15
Georgia Tech - GT 1000 PL1,14,,,,,,,,,4.00 14
Georgia Tech - GT 1000 PS2,21,,,,,,,,,4.00 21
Georgia Tech - GT 1000 PS3,25,,,,,,,,,4.00 25
Georgia Tech - GT 1000 PSY,5,,,,,,,,,4.00 5
Georgia Tech - GT 1000 RAD,3,,,,,,,,,4.00 3
Georgia Tech - GT 1000 SMT,29,1,,,,,,,,3.97 30
Georgia Tech - GT 1000 URI,17,,,,,,,,,4.00 17
Georgia Tech - GT 1000 WIE,15,1,,,1,,,,,3.71 17
Georgia Tech - GT 1000 WRK,15,,,,,,,,,4.00 15
Georgia Tech - GT 2100 A,,,,,,,12,3,,1 16
Georgia Tech - GT 2100 A1,,,,,,,13,1,,14
Georgia Tech - GT 2100 A2,,,,,,,15,2,,1 18
Georgia Tech - GT 2100 A3,,,,,,,13,1,,1 15
Georgia Tech - GT 2201 A,66,4,,,,,,,,1 3.94 71
Georgia Tech - GT 2500 ATL,,,,,,,,,5,5
Georgia Tech - GT 2500 CS,,,,,,,,,1,1
Georgia Tech - GT 2500 GEN,,,,,,,,,12,12
Georgia Tech - GT 2500 IH,,,,,,,,,8,8
Georgia Tech - GT 2500 ST,,,,,,,,,8,8
Georgia Tech - GT 2500 SU,,,,,,,,,10,10
Georgia Tech - GT 2500 TTF,,,,,,,,,1,1
Georgia Tech - GT 2500 WST,,,,,,,,,2,2
Georgia Tech - GT 2803 A,15,1,,,,,,,,1 3.94 17
Georgia Tech - GT 2813 TRA,21,,1,,,,,,,3.91 22
Georgia Tech - GT 4500 ART,,,,,,,,,1,1
Georgia Tech - GT 4500 CS,,,,,,,,,2,2
Georgia Tech - GT 4500 GEN,,,,,,,,,8,8
Georgia Tech - GT 4500 IH,,,,,,,,,28,28
Georgia Tech - GT 4500 ST,,,,,,,,,3,3
Georgia Tech - GT 4500 SU,,,,,,,,,17,17
Georgia Tech - GT 4500 TFF,,,,,,,,,5,5
Georgia Tech - GT 4500 WST,,,,,,,,,2,2
Georgia Tech - GT 4823 A,21,3,2,,,,,,,3.73 26
German - GRMN 1001 C,12,8,1,,1,,,,,3 3.36 25
German - GRMN 1001 D,6,6,1,,,,3,,,5 3.38 21
German - GRMN 1001 E,9,7,2,1,,,1,,,3 3.26 23
German - GRMN 1001 F,9,6,2,,,,,,1,5 3.41 23
German - GRMN 1001 G,11,8,1,1,1,,,,,3.23 22
German - GRMN 1001 H,7,8,3,1,,,,,,3.11 19
German - GRMN 1002 B,4,2,,,,,1,,1,1 3.67 9
German - GRMN 1002 C,9,4,2,1,,,1,,,1 3.31 18
German - GRMN 1002 C,A,B,C,D,F,I,S,U,V,W Aver. Tota
German - GRMN 1002 E,9,6,1,,,,,,,4 3.50 20
German - GRMN 1002 F,3,5,2,,,,,,,2 3.10 12
German - GRMN 2001 D,8,4,3,,,,2,,1,1 3.33 19
German - GRMN 2001 F,8,5,1,,1,,1,,,1 3.27 17
German - GRMN 2002 B,2,4,,1,,,1,,2,3.00 10
German - GRMN 2002 E,4,4,,,,,,,,3.50 8
German - GRMN 3026 D,5,4,3,,1,,,,1,1 2.92 15
German - GRMN 4012 H,11,1,1,,,,1,,,3.77 14
German - GRMN 4500 A,,2,,,,,,,,3.00 2
German - GRMN 4695 A,1,,,,,,,,,4.00 1
German - GRMN 4813 F,6,2,,,,,,,,3.75 8
Health Systems - HS 6000 A,7,,,,,,,,1,4.00 8
History - HIST 2111 A,33,35,23,2,3,,,,,11 2.97 107
History - HIST 2111 B,51,89,25,2,1,,,,,9 3.11 177
History - HIST 2112 A,126,39,12,1,1,,,,,1 3.61 180
History - HIST 2112 B,67,66,26,4,6,,,,,6 3.09 175
"History, Technology & Society - HTS 1031 A",17,10,3,1,1,,3,,,3.28 35
"History, Technology & Society - HTS 2036 A",9,14,5,2,,,3,,,3.00 33
"History, Technology & Society - HTS 2040 A",17,6,3,,,,1,,,3 3.54 30
"History, Technology & Society - HTS 2061 A",13,9,6,2,2,,1,,,2 2.91 35
"History, Technology & Society - HTS 2080 A",42,28,1,,,,1,,,2 3.58 74
"History, Technology & Society - HTS 2081 A",10,5,1,,,,1,,,3.56 17
"History, Technology & Society - HTS 2084 R",9,12,2,,,,,,,3.30 23
"History, Technology & Society - HTS 2100 A",21,10,,2,1,,2,,,3.41 36
"History, Technology & Society - HTS 2100 R",41,,,,,,,,,4.00 41
"History, Technology & Society - HTS 2101 A",7,5,1,,,,,,,3.46 13
"History, Technology & Society - HTS 2698 K.",,,,,,,,,,1 1
"History, Technology & Society - HTS 2699 JT",2,,,,,,,,,4.00 2
"History, Technology & Society - HTS 2803 A",2,2,2,,1,,,,,1 2.57 8
"History, Technology & Society - HTS 3006 A",6,,,,,,,,,4.00 6
"History, Technology & Society - HTS 3017 A",12,12,1,,,,,,,1 3.44 26
"History, Technology & Society - HTS 3019 A",18,8,,,,,,,,3 3.69 29
"History, Technology & Society - HTS 3021 A",4,4,,,,,,,,3.50 8
"History, Technology & Society - HTS 3025 A",7,,,,,,1,,,4.00 8
"History, Technology & Society - HTS 3026 A",3,3,1,,,,,,,3.29 7
"History, Technology & Society - HTS 3036 A",4,8,4,,1,,1,,1,1 2.82 20
"History, Technology & Society - HTS 3046 A",21,4,,,,,,,,2 3.84 27
"History, Technology & Society - HTS 3051 A",19,9,,,,,,,,1 3.68 29
"History, Technology & Society - HTS 3063 A",9,6,,,,,,,,3.60 15
"History, Technology & Society - HTS 3073 A",10,14,4,,,,3,,,3 3.21 34
"History, Technology & Society - HTS 3081 A",11,5,2,,,,1,,,1 3.50 20
"History, Technology & Society - HTS 3084 A",6,5,,,,,2,,,3.55 13
"History, Technology & Society - HTS 3803 B",6,7,,,,,,,,3.46 13
"History, Technology & Society - HTS 3813 B",,,,,,,12,,,12
"History, Technology & Society - HTS 4001 A",6,4,4,,,,,,,3.14 14
"History, Technology & Society - HTS 4001 B",6,,,,,,,,,4.00 6
"History, Technology & Society - HTS 4698 C.",,,,,,,,,1,1
"History, Technology & Society - HTS 4699 JT",,1,,,,,,,,3.00 1
"History, Technology & Society - HTS 4699 LB",,1,,,,,,,,3.00 1
"History, Technology & Society - HTS 4843 .",16,,,,,,2,,,1 4.00 19
"History, Technology & Society - HTS 4990 A",,,,,,,2,,,2
"History, Technology & Society - HTS 6101 A",3,1,,,,,,,,3.75 4
"History, Technology & Society - HTS 6115 A",4,,,,,,,,,4.00 4
"History, Technology & Society - HTS 6121 A",8,1,,,,,,,,3.89 9
"History, Technology & Society - HTS 7001 A",8,,,,1,,,,,3.56 9
"History, Technology & Society - HTS 8901 A",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8902 .",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8902 JS",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8902 JS",A1,B,C,D,F,I,S,U,V,W A4v.e0r0. Tota1
"History, Technology & Society - HTS 8902 K.",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8903 A",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8904 D.",1,,,,,,,,,4.00 1
"History, Technology & Society - HTS 8997 A",,,,,,,,,9,9
"History, Technology & Society - HTS 8998 A",,,,,,,,,2,2
"History, Technology & Society - HTS 9000 V.",,,,,,,19,,,19
Industrial & Systems Engr - ISYE 2027 A,31,10,6,,3,,,,,5 3.32 55
Industrial & Systems Engr - ISYE 2027 B,8,19,18,7,1,,,,,2 2.49 55
Industrial & Systems Engr - ISYE 2027 C,16,21,17,1,1,,,,,3 2.89 59
Industrial & Systems Engr - ISYE 2027 D,8,26,11,7,3,,,,,2.53 55
Industrial & Systems Engr - ISYE 2027 E,12,20,9,7,4,,,,,4 2.56 56
Industrial & Systems Engr - ISYE 2028 A,11,12,10,7,1,,,,,7 2.61 48
Industrial & Systems Engr - ISYE 2028 B,18,13,11,5,2,,,,,5 2.82 54
Industrial & Systems Engr - ISYE 2028 C,11,9,6,1,,,,,,1 3.11 28
Industrial & Systems Engr - ISYE 2028 E,18,4,5,,4,,,,,3 3.03 34
Industrial & Systems Engr - ISYE 2801 A,17,3,,,1,,,,,1 3.67 22
Industrial & Systems Engr - ISYE 3025 A,12,18,13,3,2,,,,,2 2.73 50
Industrial & Systems Engr - ISYE 3025 B,8,17,8,6,2,,,,,8 2.56 49
Industrial & Systems Engr - ISYE 3025 C,15,10,8,5,,,,,,10 2.92 48
Industrial & Systems Engr - ISYE 3025 D,19,12,10,1,1,,,,,5 3.09 48
Industrial & Systems Engr - ISYE 3025 E,16,14,11,5,2,,,,,2.77 48
Industrial & Systems Engr - ISYE 3025 F,13,15,13,3,2,,,,,4 2.74 50
Industrial & Systems Engr - ISYE 3025 G,20,17,9,1,,,,,,3.19 47
Industrial & Systems Engr - ISYE 3025 H,14,12,8,5,2,,,,,6 2.76 47
Industrial & Systems Engr - ISYE 3025 I,13,20,4,5,,,,,,6 2.98 48
Industrial & Systems Engr - ISYE 3025 J,15,19,8,3,,,,,,3 3.02 48
Industrial & Systems Engr - ISYE 3025 R,9,7,4,,,,,,,3.25 20
Industrial & Systems Engr - ISYE 3039 A,14,27,13,2,1,,,,,3 2.89 60
Industrial & Systems Engr - ISYE 3039 B,10,20,9,1,1,,,,,3 2.90 44
Industrial & Systems Engr - ISYE 3039 C,17,25,3,1,,,,,,6 3.26 52
Industrial & Systems Engr - ISYE 3044 A,12,22,14,1,1,,,,,2 2.86 52
Industrial & Systems Engr - ISYE 3044 B,18,41,7,,,,,,,1 3.17 67
Industrial & Systems Engr - ISYE 3044 C,16,27,14,,4,,,,,3 2.84 64
Industrial & Systems Engr - ISYE 3103 A,12,32,16,,,,,,,1 2.93 61
Industrial & Systems Engr - ISYE 3103 B,14,15,3,2,3,,,,,1 2.95 38
Industrial & Systems Engr - ISYE 3103 C,19,22,11,,2,,,,,2 3.04 56
Industrial & Systems Engr - ISYE 3104 A,9,28,14,3,,,,,,3 2.80 57
Industrial & Systems Engr - ISYE 3104 B,13,24,12,6,2,,,,,4 2.70 61
Industrial & Systems Engr - ISYE 3104 C,16,31,10,3,,,,,,1 3.00 61
Industrial & Systems Engr - ISYE 3232 A,16,20,10,4,3,,,,,6 2.79 59
Industrial & Systems Engr - ISYE 3232 B,12,14,10,1,,,,,,4 3.00 41
Industrial & Systems Engr - ISYE 3232 C,12,19,9,5,,,,,,7 2.84 52
Industrial & Systems Engr - ISYE 3232 D,19,18,8,5,,,,,,3.02 50
Industrial & Systems Engr - ISYE 3770 A,15,23,9,7,2,,,,,3 2.75 59
Industrial & Systems Engr - ISYE 3770 C,17,18,20,3,1,,,,,1 2.80 60
Industrial & Systems Engr - ISYE 3770 D,18,18,12,4,3,,,,,3 2.80 58
Industrial & Systems Engr - ISYE 3770 E,20,12,8,5,3,,,,,12 2.85 60
Industrial & Systems Engr - ISYE 3770 R,37,10,3,2,,,,,,3.58 52
Industrial & Systems Engr - ISYE 3770 RJ2,7,24,15,8,3,,,,,1 2.42 58
Industrial & Systems Engr - ISYE 3833 A,5,8,11,2,,,,,,2.62 26
Industrial & Systems Engr - ISYE 3833 B,6,10,8,,1,,,,,2 2.80 27
Industrial & Systems Engr - ISYE 3833 C,11,11,4,,,,,,,3.27 26
Industrial & Systems Engr - ISYE 3833 D,8,13,5,,,,,,,2 3.12 28
Industrial & Systems Engr - ISYE 3833 E,7,6,12,,,,,,,1 2.80 26
Industrial & Systems Engr - ISYE 3833 F,6,8,10,1,,,,,,2 2.76 27
Industrial & Systems Engr - ISYE 4031 A,22,18,20,1,,,,,,3.00 61
Industrial & Systems Engr - ISYE 4031 B,21,19,16,2,,,,,,1 3.02 59
Industrial & Systems Engr - ISYE 4106 IP1,1,,1,,,,,,,3.00 2
Industrial & Systems Engr - ISYE 4106 IP1,A,B,C,D,F,I,S,U,V,W Aver. Tota
Industrial & Systems Engr - ISYE 4106 MW1,7,7,,,,,,,,3.50 14
Industrial & Systems Engr - ISYE 4106 MW2,,6,,,,,,,,3.00 6
Industrial & Systems Engr - ISYE 4106 MW3,4,4,,,,,,,,3.50 8
Industrial & Systems Engr - ISYE 4106 MW4,6,,7,,,,,,,2.92 13
Industrial & Systems Engr - ISYE 4106 MW5,13,4,3,,,,,,,3.50 20
Industrial & Systems Engr - ISYE 4106 MW6,6,,,,,,,,,4.00 6
Industrial & Systems Engr - ISYE 4106 MW7,13,3,4,1,,,,,,3.33 21
Industrial & Systems Engr - ISYE 4106 MW8,4,8,1,,,,,,,3.23 13
