"",A,B,C,D,F,I,S,U,V,W Aver. Total
Mechanical Engineering - ME 9000 GAL,,,,,,,,2,,2
Mechanical Engineering - ME 9000 GAR,,,,,,,8,,,8
Mechanical Engineering - ME 9000 GEN,,,,,,,1,,,1
Mechanical Engineering - ME 9000 GHI,,,,,,,3,,,3
Mechanical Engineering - ME 9000 GL,,,,,,,1,,,1
Mechanical Engineering - ME 9000 GLE,,,,,,,9,,,9
Mechanical Engineering - ME 9000 GRA,,,,,,,7,,,7
Mechanical Engineering - ME 9000 GRE,,,,,,,2,,,2
Mechanical Engineering - ME 9000 GTL,,,,,,,2,,,2
Mechanical Engineering - ME 9000 GUL,,,,,,,3,,,3
Mechanical Engineering - ME 9000 HAR,,,,,,,2,,,2
Mechanical Engineering - ME 9000 HCH,,,,,,,2,,,2
Mechanical Engineering - ME 9000 HEN,,,,,,,3,,,3
Mechanical Engineering - ME 9000 HES,,,,,,,4,,,4
Mechanical Engineering - ME 9000 HU,,,,,,,2,,,2
Mechanical Engineering - ME 9000 JAC,,,,,,,1,,,1
Mechanical Engineering - ME 9000 JET,,,,,,,2,,,2
Mechanical Engineering - ME 9000 JOS,,,,,,,6,,,6
Mechanical Engineering - ME 9000 JRO,,,,,,,3,,,3
Mechanical Engineering - ME 9000 KAL,,,,,,,1,,,1
Mechanical Engineering - ME 9000 KU,,,,,,,1,,,1
Mechanical Engineering - ME 9000 KUM,,,,,,,2,,,2
Mechanical Engineering - ME 9000 KUR,,,,,,,2,,,2
Mechanical Engineering - ME 9000 LCA,,,,,,,1,,,1
Mechanical Engineering - ME 9000 LEA,,,,,,,4,,,4
Mechanical Engineering - ME 9000 LIA,,,,,,,2,,,2
Mechanical Engineering - ME 9000 LIE,,,,,,,3,,,3
Mechanical Engineering - ME 9000 LIN,,,,,,,2,,,2
Mechanical Engineering - ME 9000 LIP,,,,,,,2,,,2
Mechanical Engineering - ME 9000 LOU,,,,,,,4,,,4
Mechanical Engineering - ME 9000 MAY,,,,,,,1,,,1
Mechanical Engineering - ME 9000 MCD,,,,,,,3,,,3
Mechanical Engineering - ME 9000 MEA,,,,,,,3,,,3
Mechanical Engineering - ME 9000 MEL,,,,,,,4,,,4
Mechanical Engineering - ME 9000 NEI,,,,,,,1,,,1
Mechanical Engineering - ME 9000 NEU,,,,,,,4,,,4
Mechanical Engineering - ME 9000 NTH,,,,,,,1,,,1
Mechanical Engineering - ME 9000 PAR,,,,,,,1,,,1
Mechanical Engineering - ME 9000 PET,,,,,,,1,,,1
Mechanical Engineering - ME 9000 PIE,,,,,,,3,,,3
Mechanical Engineering - ME 9000 QI,,,,,,,3,,,3
Mechanical Engineering - ME 9000 QJO,,,,,,,1,,,1
Mechanical Engineering - ME 9000 RAN,,,,,,,3,,,3
Mechanical Engineering - ME 9000 RHY,,,,,,,1,,,1
Mechanical Engineering - ME 9000 RJI,,,,,,,1,,,1
Mechanical Engineering - ME 9000 ROS,,,,,,,2,,,2
Mechanical Engineering - ME 9000 RUZ,,,,,,,3,,,3
Mechanical Engineering - ME 9000 SAB,,,,,,,4,,,4
Mechanical Engineering - ME 9000 SAD,,,,,,,2,,,2
Mechanical Engineering - ME 9000 SIN,,,,,,,2,,,2
Mechanical Engineering - ME 9000 SIT,,,,,,,5,,,5
Mechanical Engineering - ME 9000 SKA,,,,,,,10,,,10
Mechanical Engineering - ME 9000 SLE,,,,,,,2,,,2
Mechanical Engineering - ME 9000 SLE,A,B,C,D,F,I,S,U,V,W Aver. Total
Mechanical Engineering - ME 9000 SMI,,,,,,,1,,,1
Mechanical Engineering - ME 9000 SPR,,,,,,,1,,,1
Mechanical Engineering - ME 9000 STR,,,,,,,1,,,1
Mechanical Engineering - ME 9000 SUL,,,,,,,4,,,4
Mechanical Engineering - ME 9000 THO,,,,,,,3,,,3
Mechanical Engineering - ME 9000 TIN,,,,,,,1,,,1
Mechanical Engineering - ME 9000 TKI,,,,,,,1,,,1
Mechanical Engineering - ME 9000 UED,,,,,,,5,,,5
Mechanical Engineering - ME 9000 UME,,,,,,,1,,,1
Mechanical Engineering - ME 9000 WHI,,,,,,,7,,,7
Mechanical Engineering - ME 9000 XIA,,,,,,,1,,,1
Mechanical Engineering - ME 9000 YEE,,,,,,,3,1,,4
Mechanical Engineering - ME 9000 YKI,,,,,,,4,,,4
Mechanical Engineering - ME 9000 YOD,,,,,,,5,,,5
Mechanical Engineering - ME 9000 YOG,,,,,,,2,1,,3
Mechanical Engineering - ME 9000 YWA,,,,,,,1,,,1
Mechanical Engineering - ME 9000 ZH,,,,,,,3,,,3
Mechanical Engineering - ME 9000 ZHA,,,,,,,5,,,5
Mechanical Engineering - ME 9000 ZHO,,,,,,,5,,,5
Mechanical Engineering - ME 9000 ZHU,,,,,,,3,,,3
Mechanical Engineering - ME 9000 ZIN,,,,,,,1,,,1
Medical Physics - MP 7000 ERI,,,,,,,1,,,1
Medical Physics - MP 7000 WAN,,,,,,,2,,,2
Medical Physics - MP 8104 A,8,1,,,,,,,,3.89 9
Medical Physics - MP 8104 B,2,,,,,,,,,4.00 2
Medical Physics - MP 8903 ERI,2,,,,,,,,,4.00 2
Medical Physics - MP 8903 ROP,6,,,,,,,,,4.00 6
Medical Physics - MP 8903 WAN,2,,,,,,,,,4.00 2
Medical Physics - MP 8906 ERI,1,,,,,,,,,4.00 1
Medical Physics - MP 9000 ERI,,,,,,,1,,,1
Medical Physics - MP 9000 WAN,,,,,,,2,,,2
Music - MUSI 2010 SUM,28,4,,,1,,,,,2 3.76 35
Music - MUSI 3450 A1,20,16,3,,1,,,,,1 3.35 41
Music - MUSI 3610 R01,50,4,,,,,,,,3.93 54
Music - MUSI 3610 R02,55,,,,,,,,,4.00 55
Music - MUSI 3610 R03,50,5,,,,,,,,3.91 55
Music - MUSI 3630 CC,82,7,,,,,,,,3.92 89
Music - MUSI 3630 SF,29,2,,,,,,,,3.94 31
Music - MUSI 3801 R01,50,4,,,,,,,,3.93 54
Music - MUSI 3801 R02,55,,,,,,,,,4.00 55
Music - MUSI 3801 R03,50,5,,,,,,,,3.91 55
Music - MUSI 4450 A,14,,,,,,,,,4 4.00 18
Music - MUSI 4630 CM,19,1,,,,,,,,1 3.95 21
Music - MUSI 4650 CM,3,1,,,,,,,,3.75 4
Music - MUSI 7100 0,2,,,,,,,,,4.00 2
Music - MUSI 7100 JF,1,,,,,,,,,4.00 1
Music - MUSI 8002 BJ,1,,,,,,,,,4.00 1
Nuclear & Radiological Engr - NRE 4699 SW3,,,1,,,,,,,2.00 1
Nuclear & Radiological Engr - NRE 7000 DEO,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 7000 ERI,,,,,,,4,,,4
Nuclear & Radiological Engr - NRE 7000 GHI,,,,,,,1,,,1
Nuclear & Radiological Engr - NRE 7000 HER,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 7000 PET,,,,,,,4,,,4
Nuclear & Radiological Engr - NRE 7000 RAH,,,,,,,1,,,1
Nuclear & Radiological Engr - NRE 7000 STA,,,,,,,1,,,1
Nuclear & Radiological Engr - NRE 9000 DEO,,,,,,,3,,,3
Nuclear & Radiological Engr - NRE 9000 ERI,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 9000 GAR,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 9000 GAR,A,B,C,D,F,I,S,U,V,W Aver. Total
Nuclear & Radiological Engr - NRE 9000 HER,,,,,,,2,,,2
Nuclear & Radiological Engr - NRE 9000 PET,,,,,,,3,,,3
Nuclear & Radiological Engr - NRE 9000 RAH,,,,,,,7,,,7
Nuclear & Radiological Engr - NRE 9000 STA,,,,,,,3,,,3
Philosophy - PHIL 3105 JB,9,9,4,2,1,,2,1,,2 2.92 30
Philosophy - PHIL 3109 R,9,16,,,,,,,,3.36 25
Philosophy - PHIL 3109 RK,20,10,1,,,,1,,,3.61 32
Philosophy - PHIL 3109 RR,21,11,1,1,,,1,,,3.53 35
Philosophy - PHIL 3127 BH,14,3,,,,,3,,,3.82 20
Philosophy - PHIL 3127 R,19,8,,,,,,,,3.70 27
Philosophy - PHIL 4176 RK,14,5,,,,,1,,,1 3.74 21
Philosophy - PHIL 4699 RB,2,,,,,,,,,4.00 2
Philosophy - PHIL 6000 B1,,,,,,,27,,,27
Philosophy - PHIL 6000 B2,,,,,,,29,1,,30
Philosophy - PHIL 6000 B3,,,,,,,27,,,2 29
Philosophy - PHIL 6000 E1,,,,,,,29,,,29
Philosophy - PHIL 6000 E2,,,,,,,15,,,15
Philosophy - PHIL 6000 E3,,,,,,,12,,,12
Philosophy - PHIL 6000 R1,,,,,,,26,,,26
Philosophy - PHIL 6000 R2,,,,,,,27,,,1 28
Philosophy - PHIL 6000 R3,,,,,,,30,,,1 31
Physics - PHYS 2211 M,22,26,21,11,2,,,,,5 2.67 87
Physics - PHYS 2211 QUP,5,15,7,2,1,,,,,3 2.70 33
Physics - PHYS 2212 K,37,33,29,15,11,,,,,10 2.56 135
Physics - PHYS 2699 JGU,,,,,1,,,,,0.00 1
Physics - PHYS 2699 JW,1,,,,,,,,,4.00 1
Physics - PHYS 2699 KB,1,,,,,,,,,4.00 1
Physics - PHYS 2699 TB,1,,,,,,,,,4.00 1
Physics - PHYS 4321 A,3,3,,1,,,,,,3.14 7
Physics - PHYS 4322 A,1,2,,,1,,,,,2.50 4
Physics - PHYS 4698 FF,,,,,,,,,1,1
Physics - PHYS 4698 MC,,,,,,,,,1,1
Physics - PHYS 4698 PY,,,,,,,,,1,1
Physics - PHYS 4699 DB,1,,,,,,,,,4.00 1
Physics - PHYS 4699 DS,1,,,,,,,,,4.00 1
Physics - PHYS 4699 GLD,1,,,,,,,,,4.00 1
Physics - PHYS 4699 JS,1,,,,,,,,,4.00 1
Physics - PHYS 4751 A,4,,2,,,,,,,3.33 6
Physics - PHYS 8901 AZ,1,,,,,,,,,4.00 1
Physics - PHYS 8901 DEH,1,,,,,,,,,4.00 1
Physics - PHYS 8901 DS,1,,,,,,,,,4.00 1
Physics - PHYS 8901 FF,1,,,,,,,,,4.00 1
Physics - PHYS 8901 FN,1,,,,,,,,,4.00 1
Physics - PHYS 8901 HK,1,,,,,,,,,4.00 1
Physics - PHYS 8901 IT,1,,,,,,,,,4.00 1
Physics - PHYS 8901 JGU,1,,,,,,,,,4.00 1
Physics - PHYS 8901 MM,2,,,,,,,,,4.00 2
Physics - PHYS 8901 PY,1,,,,,,,,,4.00 1
Physics - PHYS 8901 SS,1,,,,,,,,,4.00 1
Physics - PHYS 8901 TB,1,,,,,,,,,4.00 1
Physics - PHYS 8901 WZ,1,,,,,,,,,4.00 1
Physics - PHYS 8901 ZJ,2,,,,,,,,,4.00 2
Physics - PHYS 8997 AS,,,,,,,,,29,29
Physics - PHYS 8998 AZ,,,,,,,,,65,65
Physics - PHYS 9000 BK,,,,,,,2,,,2
Physics - PHYS 9000 CR,,,,,,,1,,,1
Physics - PHYS 9000 CUR,,,,,,,3,,,3
Physics - PHYS 9000 DB,,,,,,,1,,,1
Physics - PHYS 9000 DB,A,B,C,D,F,I,S,U,V,W Aver. Total
Physics - PHYS 9000 DD,,,,,,,,1,,1
Physics - PHYS 9000 DEH,,,,,,,3,,,3
Physics - PHYS 9000 DS,,,,,,,1,,,1
Physics - PHYS 9000 EC,,,,,,,2,,,2
Physics - PHYS 9000 ER,,,,,,,,1,,1
Physics - PHYS 9000 FF,,,,,,,2,,,2
Physics - PHYS 9000 FN,,,,,,,4,,,4
Physics - PHYS 9000 GLD,,,,,,,3,,,3
Physics - PHYS 9000 HK,,,,,,,4,,,4
Physics - PHYS 9000 JA,,,,,,,1,,,1
Physics - PHYS 9000 JG,,,,,,,2,,,2
Physics - PHYS 9000 JGU,,,,,,,4,,,4
Physics - PHYS 9000 JW,,,,,,,4,,,4
Physics - PHYS 9000 KIN,,,,,,,2,,,2
Physics - PHYS 9000 MM,,,,,,,1,,,1
Physics - PHYS 9000 MP,,,,,,,,1,,1
Physics - PHYS 9000 MSC,,,,,,,5,,,5
Physics - PHYS 9000 ON,,,,,,,2,,,2
Physics - PHYS 9000 PC,,,,,,,2,,,2
Physics - PHYS 9000 PF,,,,,,,4,,,4
Physics - PHYS 9000 PG,,,,,,,3,,,3
Physics - PHYS 9000 PL,,,,,,,3,,,3
Physics - PHYS 9000 PY,,,,,,,1,,,1
Physics - PHYS 9000 RG,,,,,,,3,,,3
Physics - PHYS 9000 RT,,,,,,,2,,,2
Physics - PHYS 9000 SCH,,,,,,,5,,,5
Physics - PHYS 9000 SS,,,,,,,1,,,1
Physics - PHYS 9000 ST,,,,,,,2,,,2
Physics - PHYS 9000 TB,,,,,,,2,,,2
Physics - PHYS 9000 TU,,,,,,,1,,,1
Physics - PHYS 9000 UZI,,,,,,,1,,,1
Physics - PHYS 9000 ZJ,,,,,,,2,,,2
"Polymer, Textile and Fiber Eng - PTFE 3720 .",3,5,2,,,,,,,1 3.10 11
"Polymer, Textile and Fiber Eng - PTFE 6999 .",,,,,,,1,,,1
"Polymer, Textile and Fiber Eng - PTFE 8998 .",,,,,,,,,1,1
"Polymer, Textile and Fiber Eng - PTFE 9000 .",,,,,,,1,,,1
"Polymer, Textile and Fiber Eng - PTFE 9000 .",,,,,,,1,,,1
"Polymer, Textile and Fiber Eng - PTFE 9000 .",,,,,,,1,,,1
"Polymer, Textile and Fiber Eng - PTFE 9000 .",,,,,,,1,,,1
"Polymer, Textile and Fiber Eng - PTFE 9000 .",,,,,,,1,,,1
"Polymer, Textile and Fiber Eng - PTFE 9000 .",,,,,,,1,,,1
Psychology - PSYC 1101 SF,33,33,6,1,,,,1,,1 3.34 75
Psychology - PSYC 1101 SS,4,5,2,1,,,,,,2 3.00 14
Psychology - PSYC 1101 Y,47,2,4,1,1,,2,,,2 3.69 59
Psychology - PSYC 1101 Z,38,13,2,,1,,1,,,2 3.61 57
Psychology - PSYC 2103 A,7,13,1,,1,,1,,,1 3.14 24
Psychology - PSYC 2210 A,22,5,2,1,1,,,,,2 3.48 33
Psychology - PSYC 2230 A,21,3,1,1,,,2,,,2 3.69 30
Psychology - PSYC 2699 ES,2,,,,,,,,,4.00 2
Psychology - PSYC 2699 WR,2,,,,,,,,,4.00 2
Psychology - PSYC 3750 R,1,2,,,,,,,,3.33 3
Psychology - PSYC 4600 ES,1,,,,,,,,,4.00 1
Psychology - PSYC 4600 HW,,,,,,,1,,,1
Psychology - PSYC 4601 AD,1,,,,,,,,,4.00 1
Psychology - PSYC 4698 BW,,,,,,,,,1,1
Psychology - PSYC 4698 HW,,,,,,,,,1,1
Psychology - PSYC 4698 PV,,,,,,,,,1,1
Psychology - PSYC 4698 WR,,,,,,,,,2,2
Psychology - PSYC 4698 WR,A,B,C,D,F,I,S,U,V,W Aver. Total
Psychology - PSYC 4699 AD,1,,,,,,,,,4.00 1
Psychology - PSYC 4699 BW,1,,,,,,,,,4.00 1
Psychology - PSYC 4699 CH,1,,,,,,,,,4.00 1
Psychology - PSYC 4699 PA,1,,,,,,,,,4.00 1
Psychology - PSYC 4699 RE,,,,,,,1,,,1
Psychology - PSYC 4699 RM,1,,,,,,,,,4.00 1
Psychology - PSYC 7000 RC,,,,,,,1,,,1
Psychology - PSYC 7000 RE,,,,,,,2,,,2
Psychology - PSYC 7000 WR,,,,,,,2,,,2
Psychology - PSYC 8900 AD,,,,,,,1,,,1
Psychology - PSYC 8901 BW,,,,,,,2,,,2
Psychology - PSYC 8901 FD,,,,,,,1,,,1
Psychology - PSYC 8901 RT,,,,,,,3,,,3
Psychology - PSYC 8902 HW,,,,,,,2,,,2
Psychology - PSYC 8902 RM,,,,,,,2,,,2
Psychology - PSYC 8904 SM,,,,,,,2,,,2
Psychology - PSYC 8905 AD,,,,,,,1,,,1
Psychology - PSYC 8905 ES,2,,,,,,,,,4.00 2
Psychology - PSYC 8905 MW,,,,,,,1,,,1
Psychology - PSYC 8905 RE,,,,,,,1,,,1
Psychology - PSYC 8907 PV,,,,,,,1,,,1
Psychology - PSYC 8908 JR,,,,,,,1,,,1
Psychology - PSYC 9000 FD,,,,,,,1,,,1
Psychology - PSYC 9000 JR,,,,,,,1,,,1
Public Policy - PUBP 4140 WW,6,1,,,,,,,,3.86 7
Public Policy - PUBP 4651 JK,1,,,,,,,,,4.00 1
Public Policy - PUBP 4651 RB,1,,,,1,,,,,2.00 2
Public Policy - PUBP 4698 DM,,,,,,,,,1,1
Public Policy - PUBP 4698 RB,,,,,,,,,1,1
Public Policy - PUBP 6801 MD,,,,,,,,,,1 1
Public Policy - PUBP 8900 JC,1,,,,,,,,,4.00 1
Public Policy - PUBP 8998 JC,,,,,,,,,1,1
Public Policy - PUBP 8998 KHF,,,,,,,,,1,1
Public Policy - PUBP 8998 MB,,,,,,,,,2,2
Public Policy - PUBP 9000 AL,,,,,,,1,,,1
Public Policy - PUBP 9000 DM,,,,,,,2,,,2
Public Policy - PUBP 9000 GK,,,,,,,2,1,,3
Public Policy - PUBP 9000 JC,,,,,,,1,,,1
Public Policy - PUBP 9000 JW,,,,,,,1,,,1
Public Policy - PUBP 9000 MB,,,,,,,4,,,4
Public Policy - PUBP 9000 PS,,,,,,,2,,,2
Public Policy - PUBP 9000 SC,,,,,,,1,,,1
Public Policy - PUBP 9000 VT,,,,,,,3,,,3
Public Policy/Joint GSU PhD - PUBJ 8000 A,,,,,,,,,8,8
Russian - RUSS 1001 UA,5,,,,,,1,,2,4.00 8
Russian - RUSS 1002 U,1,,,,,,,,,4.00 1
Russian - RUSS 1002 UA,4,,,,,,,,,4.00 4
Russian - RUSS 1692 RMO,6,3,,,,,,,,3.67 9
Russian - RUSS 2691 RMO,7,1,1,,,,,,,3.67 9
Russian - RUSS 2692 RMO,6,3,,,,,,,,3.67 9
Russian - RUSS 3691 RMO,6,,,,,,,,,4.00 6
Russian - RUSS 3692 RMO,6,,,,,,,,,4.00 6
Russian - RUSS 3695 RMO,5,1,,,,,,,,3.83 6
Russian - RUSS 4823 RMO,1,,,,,,,,,4.00 1
Russian - RUSS 4833 RMO,1,,,,,,,,,4.00 1
Sociology - SOC 1101 A,4,4,1,,,,,,,3.33 9
Sociology - SOC 1101 QUP,9,6,4,1,1,,2,,,2 3.00 25
Sociology - SOC 1101 SF1,35,19,3,,,,,,,3.56 57
Sociology - SOC 1101 SF1,A,B,C,D,F,I,S,U,V,W Aver. Total
Spanish - SPAN 1001 A,4,1,2,1,,,,,1,2 3.00 11
Spanish - SPAN 1001 RBA,2,7,1,,,,,,,3.10 10
Spanish - SPAN 1002 A,2,2,,,,,,,1,1 3.50 6
Spanish - SPAN 1101 B,4,1,1,,,,,,,3.50 6
Spanish - SPAN 1102 B,2,2,1,,,,,,,3.20 5
Spanish - SPAN 2001 B,8,,,,,,1,,,4.00 9
Spanish - SPAN 2001 E,4,,,,,,,,,4.00 4
Spanish - SPAN 2001 RBA,5,4,,,,,,,,3.56 9
Spanish - SPAN 2002 B,4,2,,,,,,,,3.67 6
Spanish - SPAN 2002 E,3,2,1,,,,,,,3.33 6
Spanish - SPAN 2002 RBA,2,1,,,,,,,,3.67 3
Spanish - SPAN 3101 E,5,,,,,,,,,4.00 5
Spanish - SPAN 3590 REC,11,8,,,,,,,,3.58 19
Spanish - SPAN 3690 REC,15,2,2,,,,,,,3.68 19
Spanish - SPAN 3691 RMX,8,12,,,,,,,,3.40 20
Spanish - SPAN 3692 RMX,19,1,,,,,,,,3.95 20
Spanish - SPAN 3694 RMA,13,1,,,,,,,,3.93 14
Spanish - SPAN 3813 RBA,,1,,,,,,,,3.00 1
Spanish - SPAN 4693 RMA,13,1,,,,,,,,3.93 14
Spanish - SPAN 4699 A,1,,,,,,,,,4.00 1
