"",A,B,C,D,F,I,S,U,V,W Aver. Tota
Industrial & Systems Engr - ISYE 2027 B,8,12,10,4,,,,,,15 2.71 49
Industrial & Systems Engr - ISYE 2027 C,20,27,16,6,,,,,,2 2.88 71
Industrial & Systems Engr - ISYE 2027 D,31,18,6,4,,,,,,3.29 59
Industrial & Systems Engr - ISYE 2027 D,A,B,C,D,F,I,S,U,V,W Aver. Tota
Industrial & Systems Engr - ISYE 2028 A,23,23,6,1,1,,,,,1 3.22 55
Industrial & Systems Engr - ISYE 2028 B,30,26,7,3,1,,,,,2 3.21 69
Industrial & Systems Engr - ISYE 2028 C,24,36,2,1,,,,,,2 3.32 65
Industrial & Systems Engr - ISYE 2801 A,30,1,1,1,,,,,,2 3.82 35
Industrial & Systems Engr - ISYE 3025 A1,14,37,13,3,1,,,,,1 2.88 69
Industrial & Systems Engr - ISYE 3025 A2,19,34,12,,,,,,,4 3.11 69
Industrial & Systems Engr - ISYE 3025 B1,18,19,16,5,1,,,,,10 2.81 69
Industrial & Systems Engr - ISYE 3025 B2,26,16,10,9,2,,,,,6 2.87 69
Industrial & Systems Engr - ISYE 3025 C1,19,18,13,7,1,,,,,10 2.81 68
Industrial & Systems Engr - ISYE 3025 C2,24,15,11,,1,,,,,9 3.20 60
Industrial & Systems Engr - ISYE 3025 D1,26,17,12,7,3,,,,,4 2.86 69
Industrial & Systems Engr - ISYE 3025 D2,31,23,11,3,1,,,,,1 3.16 70
Industrial & Systems Engr - ISYE 3039 A,29,39,5,,1,,,,,3 3.28 77
Industrial & Systems Engr - ISYE 3039 B,29,23,4,3,1,,1,,,1 3.27 62
Industrial & Systems Engr - ISYE 3044 A,26,29,9,4,1,,,,,1 3.09 70
Industrial & Systems Engr - ISYE 3044 B,24,44,2,,,,,,,3.31 70
Industrial & Systems Engr - ISYE 3044 C,11,14,11,2,,,1,,,6 2.89 45
Industrial & Systems Engr - ISYE 3103 A,12,13,9,2,,,,,,5 2.97 41
Industrial & Systems Engr - ISYE 3103 B,10,16,2,2,1,,,,,1 3.03 32
Industrial & Systems Engr - ISYE 3103 C,26,24,18,1,1,,,,,3.04 70
Industrial & Systems Engr - ISYE 3104 A,5,16,5,3,1,,,,,2.70 30
Industrial & Systems Engr - ISYE 3104 B,16,19,13,3,1,,,,,4 2.88 56
Industrial & Systems Engr - ISYE 3104 C,20,17,14,4,4,,,,,2 2.76 61
Industrial & Systems Engr - ISYE 3232 A,20,30,10,2,2,,,,,5 3.00 69
Industrial & Systems Engr - ISYE 3232 B,15,29,18,6,,,,,,1 2.78 69
Industrial & Systems Engr - ISYE 3232 C,23,30,10,4,1,,,,,3.03 68
Industrial & Systems Engr - ISYE 3770 MW1,28,18,18,,1,,,,,5 3.11 70
Industrial & Systems Engr - ISYE 3770 MW2,36,23,3,5,,,,,,3 3.34 70
Industrial & Systems Engr - ISYE 3770 MW3,10,17,20,14,3,,,,,4 2.27 68
Industrial & Systems Engr - ISYE 3770 R,24,17,3,,2,,,,,1 3.33 47
Industrial & Systems Engr - ISYE 3770 TR1,22,21,16,3,3,,,,,4 2.86 69
Industrial & Systems Engr - ISYE 3770 TR2,30,13,15,7,,,,,,4 3.02 69
Industrial & Systems Engr - ISYE 3833 MW1,5,14,5,2,,,,,,2.85 26
Industrial & Systems Engr - ISYE 3833 MW2,8,10,9,1,,,,,,2.89 28
Industrial & Systems Engr - ISYE 3833 MW3,3,14,7,2,,,,,,2 2.69 28
Industrial & Systems Engr - ISYE 3833 MW4,1,5,6,3,,,,,,2.27 15
Industrial & Systems Engr - ISYE 3833 TR1,8,9,9,3,,,,,,2.76 29
Industrial & Systems Engr - ISYE 3833 TR2,8,10,5,,,,,,,3 3.13 26
Industrial & Systems Engr - ISYE 3833 TR3,5,10,8,3,,,,,,1 2.65 27
Industrial & Systems Engr - ISYE 4031 A,26,20,21,2,,,,,,1 3.01 70
Industrial & Systems Engr - ISYE 4031 B,21,31,20,,,,,,,1 3.01 73
Industrial & Systems Engr - ISYE 4106 MW1,21,2,1,,,,,,,3.83 24
Industrial & Systems Engr - ISYE 4106 MW2,,6,1,,,,,,,2.86 7
Industrial & Systems Engr - ISYE 4106 MW3,4,3,1,,,,,,,3.38 8
Industrial & Systems Engr - ISYE 4106 MW4,,8,7,4,1,,,,,2.10 20
Industrial & Systems Engr - ISYE 4106 MW5,,,6,1,,,,,,1.86 7
Industrial & Systems Engr - ISYE 4106 MW6,4,4,4,1,,,,,,2.85 13
Industrial & Systems Engr - ISYE 4106 MW7,,8,,,,,,,,3.00 8
Industrial & Systems Engr - ISYE 4106 TR1,5,,1,,,,,,,3.67 6
Industrial & Systems Engr - ISYE 4106 TR2,7,,,,,,,,,4.00 7
Industrial & Systems Engr - ISYE 4106 TR3,3,4,,,,,,,,3.43 7
Industrial & Systems Engr - ISYE 4106 TR4,,11,,,,,,,,3.00 11
Industrial & Systems Engr - ISYE 4106 TR5,,3,3,,,,,,,2.50 6
Industrial & Systems Engr - ISYE 4106 TR6,4,10,3,2,,,,,,2.84 19
Industrial & Systems Engr - ISYE 4106 TR7,8,4,3,1,,,,,,3.19 16
Industrial & Systems Engr - ISYE 4106 TR8,,4,1,3,,,,,,2.13 8
Industrial & Systems Engr - ISYE 4106 TR9,,4,2,,,,,,,2.67 6
Industrial & Systems Engr - ISYE 4111 A,3,3,4,5,2,,,,,3 2.00 20
Industrial & Systems Engr - ISYE 4111 A,A3,B3,C4,D5,2F,I,S,U,V,W3 A2v.e0r0. To2ta0
Industrial & Systems Engr - ISYE 4133 A,12,33,6,1,,,,,,4 3.08 56
Industrial & Systems Engr - ISYE 4301 A,16,22,26,13,1,,,,,4 2.50 82
Industrial & Systems Engr - ISYE 4301 B,12,38,20,3,,,,,,3 2.81 76
Industrial & Systems Engr - ISYE 4311 SH,7,15,18,12,4,,,,,5 2.16 61
Industrial & Systems Engr - ISYE 4698 GD1,,,,,,,,,1,1
Industrial & Systems Engr - ISYE 4698 NAZ,,,,,,,,,1,1
Industrial & Systems Engr - ISYE 4699 DEN,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 4699 GD1,7,,,,,,,,,4.00 7
Industrial & Systems Engr - ISYE 4699 HUO,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 4699 KIM,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 4699 LEE,1,,,,,,5,,,4.00 6
Industrial & Systems Engr - ISYE 4699 PAY,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 4699 SOK,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 4699 XIE,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 4699 ZOC,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 4800 A,,,,,,,,,213,7 220
Industrial & Systems Engr - ISYE 4802 A,6,,1,,,,,,,3.71 7
Industrial & Systems Engr - ISYE 4803 ENV,17,21,7,1,,,2,,1,1 3.17 50
Industrial & Systems Engr - ISYE 4803 REV,24,34,20,,,,,,,1 3.05 79
Industrial & Systems Engr - ISYE 4803 WHI,7,7,5,,,,,,,3 3.11 22
Industrial & Systems Engr - ISYE 6202 A,16,11,2,1,,,,,,6 3.40 36
Industrial & Systems Engr - ISYE 6202 Q,4,2,,,,,,,,3.67 6
Industrial & Systems Engr - ISYE 6225 A,8,18,3,,,,,,,1 3.17 30
Industrial & Systems Engr - ISYE 6307 A,8,2,3,,,,,,,3.38 13
Industrial & Systems Engr - ISYE 6333 A,28,21,4,,1,,,,,3.39 54
Industrial & Systems Engr - ISYE 6334 A,34,18,7,,1,,,,,3.40 60
Industrial & Systems Engr - ISYE 6335 A,15,27,3,,,,,,,3.27 45
Industrial & Systems Engr - ISYE 6335 Q,2,5,,,,,,,,3.29 7
Industrial & Systems Engr - ISYE 6341 A,7,2,,,,,,,,3.78 9
Industrial & Systems Engr - ISYE 6342 A,5,4,,,,,,,,3.56 9
Industrial & Systems Engr - ISYE 6380 QML,5,1,1,,,,,,,3.57 7
Industrial & Systems Engr - ISYE 6404 A,47,,,,,,,,,2 4.00 49
Industrial & Systems Engr - ISYE 6405 A,12,6,,,,,,,,1 3.67 19
Industrial & Systems Engr - ISYE 6412 A,22,13,5,,,,,,,2 3.43 42
Industrial & Systems Engr - ISYE 6414 A,28,16,2,,,,,,,3 3.57 49
Industrial & Systems Engr - ISYE 6414 MSA,22,21,4,1,,,,,,3 3.33 51
Industrial & Systems Engr - ISYE 6414 Q,5,,,,,,,,,4.00 5
Industrial & Systems Engr - ISYE 6644 A,38,34,1,,,,3,,,2 3.51 78
Industrial & Systems Engr - ISYE 6644 Q,2,2,,,,,,,,1 3.50 5
Industrial & Systems Engr - ISYE 6650 A,19,30,6,,2,,,1,,5 3.12 63
Industrial & Systems Engr - ISYE 6650 Q,1,9,,,,,,,,2 3.10 12
Industrial & Systems Engr - ISYE 6650 QSZ,,,1,,,,,,,1 2.00 2
Industrial & Systems Engr - ISYE 6661 A,33,1,,,,,,,,3 3.97 37
Industrial & Systems Engr - ISYE 6664 A,6,3,,,,,,,,1 3.67 10
Industrial & Systems Engr - ISYE 6669 A,28,23,9,,,,1,,1,5 3.32 67
Industrial & Systems Engr - ISYE 6669 Q,2,1,3,,,,,,,1 2.83 7
Industrial & Systems Engr - ISYE 6673 A,4,5,3,,,,1,,1,3.08 14
Industrial & Systems Engr - ISYE 6679 A,3,5,1,,,,,1,,1 3.22 11
Industrial & Systems Engr - ISYE 6740 A,18,15,,,,,,,,1 3.55 34
Industrial & Systems Engr - ISYE 6759 A,11,11,5,,,,,,,3.22 27
Industrial & Systems Engr - ISYE 6761 A,14,11,1,,,,1,,1,2 3.50 30
Industrial & Systems Engr - ISYE 6767 A,21,9,2,,,,,,,3.59 32
Industrial & Systems Engr - ISYE 6772 A,9,9,,,,,,,,3.50 18
Industrial & Systems Engr - ISYE 6785 A,5,3,,,,,,,,3.63 8
Industrial & Systems Engr - ISYE 6792 A,,,,,,,3,,,1 4
Industrial & Systems Engr - ISYE 7203 A,4,3,,,,,,,2,3.57 9
Industrial & Systems Engr - ISYE 7405 A,35,7,,,,,,,,3 3.83 45
Industrial & Systems Engr - ISYE 7661 B,15,,,,,,,,,4.00 15
Industrial & Systems Engr - ISYE 7661 B,A,B,C,D,F,I,S,U,V,W Aver. Tota
Industrial & Systems Engr - ISYE 8803 AP1,3,,,,,,,,,4.00 3
Industrial & Systems Engr - ISYE 8803 AP2,3,,,,,,,,,4.00 3
Industrial & Systems Engr - ISYE 8803 ERE,,,,,,,30,,,30
Industrial & Systems Engr - ISYE 8803 MSA,10,10,1,,1,,,,,2 3.27 24
Industrial & Systems Engr - ISYE 8803 S,2,2,,,,,,,,1 3.50 5
Industrial & Systems Engr - ISYE 8803 ZHA,6,1,,,,,,,,3.86 7
Industrial & Systems Engr - ISYE 8813 A,11,,,,1,,,,,1 3.67 13
Industrial & Systems Engr - ISYE 8813 KLE,2,,,,,,,,,4.00 2
Industrial & Systems Engr - ISYE 8900 BOL,1,,,,,,,,,4.00 1
Industrial & Systems Engr - ISYE 8900 GD2,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 8900 GEB,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 GRI,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 8900 HAA,1,,,,,,,,,4.00 1
Industrial & Systems Engr - ISYE 8900 HUO,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 KES,,,,,,,4,,,4
Industrial & Systems Engr - ISYE 8900 LEE,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 8900 LUJ,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 MEI,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 PAY,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 POK,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 8900 REV,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 SER,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 SHI,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 8900 VEN,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 VID,1,,,,,,2,,,4.00 3
Industrial & Systems Engr - ISYE 8900 XIE,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 8900 ZHA,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8900 ZOC,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8901 AHM,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8901 AYE,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8901 BOL,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8901 KES,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8901 LEE,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8901 POK,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8901 SAV,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 8901 SOK,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8901 TOR,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 8901 WHI,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 AHM,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 AYE,,,,,,,4,,,4
Industrial & Systems Engr - ISYE 9000 AYH,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 BAR,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 DEN,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 DEY,,,,,,,5,,,5
Industrial & Systems Engr - ISYE 9000 ERE,,,,,,,8,,,8
Industrial & Systems Engr - ISYE 9000 GD1,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 GD2,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 GEB,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 HAA,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 HUO,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 KES,,,,,,,4,,,4
Industrial & Systems Engr - ISYE 9000 KIM,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 KLE,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 LEE,,,,,,,6,,,6
Industrial & Systems Engr - ISYE 9000 LUJ,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 MCG,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 MEI,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 NAZ,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 NAZ,A,B,C,D,F,I,S,U,V,W Aver. Tota
Industrial & Systems Engr - ISYE 9000 NM1,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 NM2,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 PAY,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 POK,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 REV,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 SAV,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 SER,,,,,,,5,,,5
Industrial & Systems Engr - ISYE 9000 SHI,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 SOK,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 SUN,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 SWA,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 THO,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 TOR,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 TOV,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 VEN,,,,,,,4,,,4
Industrial & Systems Engr - ISYE 9000 VID,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 WHI,,,,,,,3,,,3
Industrial & Systems Engr - ISYE 9000 WUC,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 XIE,,,,,,,1,,,1
Industrial & Systems Engr - ISYE 9000 ZHA,,,,,,,2,,,2
Industrial & Systems Engr - ISYE 9000 ZOE,,,,,,,3,,,3
Industrial Design - ID 2021 A,14,3,,,,,,,,3.82 17
Industrial Design - ID 2021 B,13,,1,,,,,,,1 3.86 15
Industrial Design - ID 2021 C,15,2,,,,,,,,3.88 17
Industrial Design - ID 2202 A,72,44,7,2,1,,6,,,2 3.46 134
Industrial Design - ID 2202 ID,19,11,2,1,,,,,,3.45 33
Industrial Design - ID 2202 MID,,,,,,,3,,,3
Industrial Design - ID 2320 A,25,29,,,,,,,,3.46 54
Industrial Design - ID 2401 A,19,1,,,,,,,,3.95 20
Industrial Design - ID 2401 B,18,1,,,,,,,,3.95 19
Industrial Design - ID 2401 MR1,7,1,1,,,,,,,1 3.67 10
Industrial Design - ID 2401 MR2,9,1,,,,,,,,3.90 10
Industrial Design - ID 3031 A,8,4,,,,,,,,3.67 12
Industrial Design - ID 3032 A,1,,,,,,,,,4.00 1
Industrial Design - ID 3041 A,10,5,,,,,,,,3.67 15
Industrial Design - ID 3051 A,4,6,,,,,,,,3.40 10
Industrial Design - ID 3103 A,7,14,3,,1,,,,,1 3.04 26
Industrial Design - ID 3103 B,18,9,,,,,,,,1 3.67 28
Industrial Design - ID 3103 M1,8,,,,,,,,,2 4.00 10
Industrial Design - ID 3103 M2,6,1,,,,,,,,3.86 7
Industrial Design - ID 3302 A,13,24,7,,,,,,,3.14 44
Industrial Design - ID 3302 MID,2,2,,,,,,,,1 3.50 5
Industrial Design - ID 3320 A,17,9,2,,,,,,,1 3.54 29
Industrial Design - ID 3320 MNR,6,2,,,,,,,,3.75 8
Industrial Design - ID 3510 A,7,5,,,,,,,,1 3.58 13
Industrial Design - ID 3803 A,4,7,1,,,,1,,,2 3.25 15
Industrial Design - ID 4011 A,4,4,,,,,,,,1 3.50 9
Industrial Design - ID 4011 B,3,4,,,,,,,,3.43 7
Industrial Design - ID 4061 A,5,7,,,,,,,,3.42 12
Industrial Design - ID 4062 A,2,4,,,,,,,,3.33 6
Industrial Design - ID 4071 A,11,2,,2,,,,,,3.47 15
Industrial Design - ID 4081 A,6,4,,,,,,,,3.60 10
Industrial Design - ID 4105 A,12,,,,,,,,3,1 4.00 16
Industrial Design - ID 4106 A,7,4,,,,,,,1,3.64 12
Industrial Design - ID 4206 A,12,8,2,1,,,,,,1 3.35 24
Industrial Design - ID 4210 A,9,2,,,,,,,,3.82 11
Industrial Design - ID 4418 A,13,,,,,,,,,1 4.00 14
Industrial Design - ID 4450 A,7,2,,,,,,,1,3 3.78 13
Industrial Design - ID 4450 A,A,B,C,D,F,I,S,U,V,W Aver. Tota
Industrial Design - ID 4510 A,8,2,1,,,,,,,3.64 11
Industrial Design - ID 4698 MS,,,,,,,,,1,1
Industrial Design - ID 4699 MJ,1,,,,,,,,,4.00 1
Industrial Design - ID 4699 WL,5,,,,,,,,,4.00 5
Industrial Design - ID 4803 A,2,8,,,,,1,,,2 3.20 13
Industrial Design - ID 4813 A,5,,,,,,,1,,1 4.00 7
Industrial Design - ID 4823 ADR,3,4,1,,,,1,,,1 3.25 10
Industrial Design - ID 4823 TN2,2,,,,,,,,,4.00 2
Industrial Design - ID 4833 A,6,7,1,,,,,,,1 3.36 15
Industrial Design - ID 4843 SK,8,3,,,,,,,,3.73 11
Industrial Design - ID 6100 A,8,18,,,,,,,,3.31 26
Industrial Design - ID 6200 A,5,3,,,,,,,,3.63 8
Industrial Design - ID 6200 B,2,5,,,,,,,,3.29 7
Industrial Design - ID 6214 A,5,3,,,,,1,,,2 3.63 11
Industrial Design - ID 6271 A,5,,,,,,,,,1 4.00 6
Industrial Design - ID 6400 JAS,2,1,,,1,,,,,2.75 4
Industrial Design - ID 6400 JB,1,,,,,,,,,4.00 1
Industrial Design - ID 6400 KDS,3,,1,,,,,,,3.50 4
Industrial Design - ID 6400 KF,1,,,,,,,,,4.00 1
Industrial Design - ID 6400 WGW,2,,,,,,,,,4.00 2
Industrial Design - ID 6400 WKL,2,,,,,,,,,4.00 2
Industrial Design - ID 6401 A,13,1,,,,,,,2,1 3.93 17
Industrial Design - ID 6515 A,11,,,,,,,,,2 4.00 13
Industrial Design - ID 6753 A,9,,,,,,,,,4.00 9
Industrial Design - ID 6763 A,13,,,,,,,,,4.00 13
Industrial Design - ID 6800 A,4,3,,,,,,,,3.57 7
Industrial Design - ID 6998 A,3,,,,,,,,,4.00 3
Industrial Design - ID 6998 C,,1,,,,,,,,3.00 1
Industrial Design - ID 6998 YMC,1,1,1,,,,,,,3.00 3
Industrial Design - ID 7000 YMC,,,,,,,2,,,2
Industrial Design - ID 8900 ADR,4,,,,,,,,,4.00 4
Industrial Design - ID 8900 INT,7,5,,,,,,,,3.58 12
Industrial Design - ID 8900 KDS,1,,,,,,,,,4.00 1
Industrial Design - ID 8900 PPM,3,5,,,,,,,1,1 3.38 10
Industrial Design - ID 8900 RG,1,,,,,,,,,4.00 1
Industrial Design - ID 8900 WPD,2,,,,,,,,,4.00 2
Int'l Plan Intern Abroad - IPIN 3011 RM,,,,,,,,,1,1
Int'l Plan-Exchange Program - IPFS 3012 A,,,,,,,,,12,12
Int'l Plan-Study Abroad - IPSA 3012 A,,,,,,,,,8,8
International Affairs - INTA 1110 A,78,109,37,5,2,,23,1,,10 3.11 265
International Affairs - INTA 1200 A,89,126,8,,1,,12,,,5 3.35 241
International Affairs - INTA 2001 A,,,,,,,49,,,3 52
International Affairs - INTA 2010 A,18,1,,,1,,,,,1 3.75 21
International Affairs - INTA 2040 A,57,24,10,,,,4,,,2 3.52 97
International Affairs - INTA 2050 A,25,13,5,,,,2,,,3.47 45
International Affairs - INTA 2120 A,22,11,2,1,2,,2,,,7 3.32 47
International Affairs - INTA 2210 A,9,,,,1,,1,,,1 3.60 12
International Affairs - INTA 2221 A,25,15,7,1,,,,,,5 3.33 53
International Affairs - INTA 2221 R,32,,,,,,1,,,4.00 33
International Affairs - INTA 3110 A,21,5,1,,,,,,,3.74 27
International Affairs - INTA 3131 A,6,7,1,,,,,,,3 3.36 17
International Affairs - INTA 3203 A,25,15,4,,,,1,,,3 3.48 48
International Affairs - INTA 3231 A,11,5,4,,,,,,,1 3.35 21
International Affairs - INTA 3241 A,7,10,3,,,,3,,,4 3.20 27
International Affairs - INTA 3242 A,20,11,6,,,,4,,,5 3.38 46
International Affairs - INTA 3301 A,23,17,,,1,,1,,,2 3.49 44
International Affairs - INTA 3303 A,18,1,1,,1,,,,,1 3.67 22
International Affairs - INTA 3773 A,6,,,,,,,,,1 4.00 7
International Affairs - INTA 3773 A,A6,B,C,D,F,I,S,U,V,W1 A4v.e0r0. Tota7
International Affairs - INTA 4011 A,63,16,5,,,,6,,,3 3.69 93
International Affairs - INTA 4014 A,27,,,,,,,,,4.00 27
International Affairs - INTA 4500 A,15,5,2,,,,,,,2 3.59 24
International Affairs - INTA 4740 A,10,,,,,,,,,4.00 10
International Affairs - INTA 4803 NK,1,,,,,,,,,4.00 1
International Affairs - INTA 4813 UN,11,,,,,,,,,2 4.00 13
International Affairs - INTA 4901 SJ,2,,1,,,,,,,3.33 3
International Affairs - INTA 4903 WL,,,,,,,,,,1 1
International Affairs - INTA 6003 A,10,6,,,,,,,,3.63 16
International Affairs - INTA 6004 A,6,2,,,,,,,,1 3.75 9
International Affairs - INTA 6014 A,10,,,,,,,,1,4.00 11
International Affairs - INTA 6015 A,8,,,,,,,,,1 4.00 9
International Affairs - INTA 6102 A,14,5,,,,,,,,3.74 19
International Affairs - INTA 6103 A,13,,,,,,,,,4.00 13
International Affairs - INTA 6131 A,2,5,,,,,,,,1 3.29 8
International Affairs - INTA 8000 A,12,,,,,,,,,4.00 12
International Affairs - INTA 8010 A,,,,,,,3,,,3
International Affairs - INTA 8803 BW,1,,,,,,,,,4.00 1
International Affairs - INTA 8803 JB,5,,,,,,1,,,1 4.00 7
International Affairs - INTA 8803 JL,3,,,,,,,,,4.00 3
International Affairs - INTA 8803 KB,2,,,,,,,,,4.00 2
International Affairs - INTA 8803 NK,6,2,,,,,,,,3.75 8
International Affairs - INTA 8803 OS,3,,,,,,,,1,4.00 4
International Affairs - INTA 8803 TK,2,,,,,,,,,1 4.00 3
International Affairs - INTA 8901 SJ,1,,,,,,,,,4.00 1
International Affairs - INTA 8997 A,,,,,,,,,13,13
International Affairs - INTA 8998 A,,,,,,,,,1,1
International Affairs - INTA 9000 AS,,,,,,,2,,,2
International Affairs - INTA 9000 DB,,,,,,,2,,,2
International Affairs - INTA 9000 FW,,,,,,,1,,,1
International Affairs - INTA 9000 JJ,,,,,,,1,,,1
International Affairs - INTA 9000 KB,,,,,,,1,,,1
International Affairs - INTA 9000 LR,,,,,,,1,,,1
International Affairs - INTA 9000 MK,,,,,,,1,,,1
International Affairs - INTA 9000 PB,,,,,,,1,,,1
International Affairs - INTA 9000 SG,,,,,,,1,,,1
International Logistics - IL 6450 1,2,,,,,,,,,4.00 2
International Logistics - IL 6451 1,2,,,,,,,,,4.00 2
International Logistics - IL 6455 1,2,,,,,,,,,4.00 2
International Logistics - IL 6465 1,2,,,,,,,,,4.00 2
International Logistics - IL 6480 1,2,,,,,,,,,4.00 2
International Logistics - IL 6481 1,2,,,,,,,,,4.00 2
Internship - INTN 2000 ED,,,,,,,,,3,3
Internship - INTN 2000 KH,,,,,,,,,3,3
Internship - INTN 2000 SA,,,,,,,,,1,1
Internship - INTN 2000 TP,,,,,,,,,1,1
Internship - INTN 2006 DL,,,,,,,,,1,1
Internship - INTN 2006 RR,,,,,,,,,1,1
Internship - INTN 3011 JE,,,,,,,,,24,24
Internship - INTN 3019 JE,,,,,,,,,2,2
Internship - INTN 4000 DL,,,,,,,,,18,18
Internship - INTN 4000 ED,,,,,,,,,12,12
Internship - INTN 4000 KH,,,,,,,,,22,22
Internship - INTN 4000 RR,,,,,,,,,36,36
Internship - INTN 4000 SA,,,,,,,,,8,8
Internship - INTN 4000 TP,,,,,,,,,25,25
Internship - INTN 4000 WT,,,,,,,,,11,11
Internship - INTN 4006 DL,,,,,,,,,9,9
Internship - INTN 4006 DL,A,B,C,D,F,I,S,U,V,W Aver. Tota
Internship - INTN 4006 ED,,,,,,,,,2,2
Internship - INTN 4006 KH,,,,,,,,,2,2
Internship - INTN 4006 RR,,,,,,,,,4,4
Internship - INTN 4006 SA,,,,,,,,,4,4
Internship - INTN 4006 TP,,,,,,,,,1,1
Internship - INTN 4006 WT,,,,,,,,,2,2
Internship - INTN 4009 DL,,,,,,,,,1,1
Internship - INTN 4009 KH,,,,,,,,,1,1
Internship - INTN 4009 RR,,,,,,,,,1,1
Internship - INTN 4009 WT,,,,,,,,,1,1
Intl Executive MBA - IMBA 6010 A,61,,,,,,,,,4.00 61
Intl Executive MBA - IMBA 6010 B,59,,,,,,,,,4.00 59
Intl Executive MBA - IMBA 6021 A,31,24,5,,,,,,,3.43 60
Intl Executive MBA - IMBA 6021 B,42,16,1,,,,,,,3.69 59
Intl Executive MBA - IMBA 6031 A,42,17,1,,,,,,,3.68 60
Intl Executive MBA - IMBA 6031 B,49,9,1,,,,,,,3.81 59
Intl Executive MBA - IMBA 6040 A,30,29,1,,,,,,,3.48 60
Intl Executive MBA - IMBA 6040 B,30,28,1,,,,,,,3.49 59
Intl Executive MBA - IMBA 6050 A,46,12,2,,,,,,,3.73 60
Intl Executive MBA - IMBA 6050 B,44,15,,,,,,,,3.75 59
Intl Executive MBA - IMBA 6101 A,51,7,,,,,,,,3.88 58
Intl Executive MBA - IMBA 6121 A,54,4,,,,,,,,3.93 58
Intl Executive MBA - IMBA 6140 A,58,,,,,,,,,4.00 58
Intl Executive MBA - IMBA 6160 A,38,19,1,,,,,,,3.64 58
Intl Executive MBA - IMBA 6160 B,46,14,2,,,,,,,3.71 62
